event_type,level,trigger,description,file,line,recommendation,comment,status
SystemEvents.KNOWLEDGE_SOURCE_FAILED,ERROR,src/muxi/formation/agents/knowledge/handler.py:475,Failed to add knowledge source,src/muxi/formation/agents/knowledge/handler.py,475,OK - No issues identified,,
SystemEvents.KNOWLEDGE_SOURCE_FAILED,ERROR,src/muxi/formation/agents/knowledge/handler.py:923,Failed to add knowledge file,src/muxi/formation/agents/knowledge/handler.py,923,OK - No issues identified,,
SystemEvents.KNOWLEDGE_SOURCE_FAILED,ERROR,src/muxi/formation/agents/knowledge/handler.py:984,Failed to remove knowledge file,src/muxi/formation/agents/knowledge/handler.py,984,OK - No issues identified,,
SystemEvents.KNOWLEDGE_SOURCE_FAILED,ERROR,src/muxi/formation/agents/knowledge/handler.py:1232,Failed to load knowledge source from config,src/muxi/formation/agents/knowledge/handler.py,1232,OK - No issues identified,,
SystemEvents.KNOWLEDGE_SOURCE_FAILED,WARNING,src/muxi/formation/agents/knowledge/handler.py:1137,Knowledge source path not found,src/muxi/formation/agents/knowledge/handler.py,1137,OK - No issues identified,,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,DEBUG,src/muxi/formation/agents/knowledge/handler.py:321,Loading embeddings from cache,src/muxi/formation/agents/knowledge/handler.py,321,OK - No issues identified,,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,DEBUG,src/muxi/formation/agents/knowledge/handler.py:356,Cache miss - generating new embeddings,src/muxi/formation/agents/knowledge/handler.py,356,OK - No issues identified,,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,DEBUG,src/muxi/formation/agents/knowledge/handler.py:807,Knowledge file already processed and unchanged (same MD5 hash),src/muxi/formation/agents/knowledge/handler.py,807,OK - No issues identified,,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,DEBUG,src/muxi/formation/agents/knowledge/handler.py:1081,Embeddings removed from memory,src/muxi/formation/agents/knowledge/handler.py,1081,OK - No issues identified,,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,DEBUG,src/muxi/formation/agents/knowledge/handler.py:1169,Knowledge source unchanged - using cache,src/muxi/formation/agents/knowledge/handler.py,1169,OK - No issues identified,,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,INFO,src/muxi/formation/agents/knowledge/base.py:451,Processed knowledge file into {len(document_chunks)} chunks,src/muxi/formation/agents/knowledge/base.py,451,OK - No issues identified,,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,INFO,src/muxi/formation/agents/knowledge/handler.py:347,Successfully loaded embeddings from cache,src/muxi/formation/agents/knowledge/handler.py,347,OK - No issues identified,,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,INFO,src/muxi/formation/agents/knowledge/handler.py:444,Successfully processed knowledge source,src/muxi/formation/agents/knowledge/handler.py,444,OK - No issues identified,,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,INFO,src/muxi/formation/agents/knowledge/handler.py:778,Starting knowledge file addition with hybrid architecture,src/muxi/formation/agents/knowledge/handler.py,778,OK - No issues identified,,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,INFO,src/muxi/formation/agents/knowledge/handler.py:896,Knowledge file added successfully with hybrid architecture,src/muxi/formation/agents/knowledge/handler.py,896,OK - No issues identified,,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,INFO,src/muxi/formation/agents/knowledge/handler.py:945,Starting knowledge file removal with hybrid architecture,src/muxi/formation/agents/knowledge/handler.py,945,OK - No issues identified,,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,INFO,src/muxi/formation/agents/knowledge/handler.py:960,Knowledge file removed successfully with hybrid architecture,src/muxi/formation/agents/knowledge/handler.py,960,OK - No issues identified,,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,INFO,src/muxi/formation/agents/knowledge/handler.py:1049,Removing deleted knowledge source,src/muxi/formation/agents/knowledge/handler.py,1049,OK - No issues identified,,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,INFO,src/muxi/formation/agents/knowledge/handler.py:1090,Cleaned up deleted knowledge source,src/muxi/formation/agents/knowledge/handler.py,1090,OK - No issues identified,,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,INFO,src/muxi/formation/agents/knowledge/handler.py:1118,Deleted sources cleanup completed,src/muxi/formation/agents/knowledge/handler.py,1118,OK - No issues identified,,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,INFO,src/muxi/formation/agents/knowledge/handler.py:1192,Knowledge source changed - regenerating embeddings,src/muxi/formation/agents/knowledge/handler.py,1192,OK - No issues identified,,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,INFO,src/muxi/formation/agents/knowledge/handler.py:1215,New knowledge source - generating embeddings,src/muxi/formation/agents/knowledge/handler.py,1215,OK - No issues identified,,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,INFO,src/muxi/formation/agents/knowledge/handler.py:1245,Knowledge loading completed,src/muxi/formation/agents/knowledge/handler.py,1245,OK - No issues identified,,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,WARNING,src/muxi/formation/agents/knowledge/handler.py:289,"No embedding function provided, content processing skipped",src/muxi/formation/agents/knowledge/handler.py,289,OK - No issues identified,,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,WARNING,src/muxi/formation/agents/knowledge/handler.py:973,Knowledge file not found for removal,src/muxi/formation/agents/knowledge/handler.py,973,OK - No issues identified,,
SystemEvents.MCP_ALL_REQUESTS_CANCELLED,INFO,src/muxi/services/mcp/handler.py:460,Cancelled {cancelled_count} pending requests for server '{self.name}',src/muxi/services/mcp/handler.py,460,OK - No issues identified,,
SystemEvents.MCP_MESSAGE_CANCELLED,INFO,src/muxi/services/mcp/handler.py:357,MCP request '{method}' was cancelled for server '{self.name}',src/muxi/services/mcp/handler.py,357,OK - No issues identified,,
SystemEvents.MCP_MESSAGE_FAILED,ERROR,src/muxi/services/mcp/handler.py:380,MCP message '{method}' failed for server '{self.name}': {str(e)},src/muxi/services/mcp/handler.py,380,OK - No issues identified,,
SystemEvents.MCP_MESSAGE_RECEIVED,DEBUG,src/muxi/services/mcp/handler.py:333,Received MCP response for '{method}' from server '{self.name}',src/muxi/services/mcp/handler.py,333,OK - No issues identified,,
SystemEvents.MCP_MESSAGE_SENT,DEBUG,src/muxi/services/mcp/handler.py:297,Sending MCP message '{method}' to server '{self.name}',src/muxi/services/mcp/handler.py,297,OK - No issues identified,,
SystemEvents.MCP_OVERLORD_REQUEST_CANCELLED,INFO,src/muxi/services/mcp/handler.py:547,f-string: Cancelled {cancelled_count} MCP requests for overlord request {request_id} on server {self.name},src/muxi/services/mcp/handler.py,547,MISSING DESCRIPTION - Add meaningful description,,
SystemEvents.MCP_REQUEST_CANCELLED,INFO,src/muxi/services/mcp/handler.py:502,Cancelled request {tracking_id} on server '{self.name}',src/muxi/services/mcp/handler.py,502,OK - No issues identified,,
SystemEvents.MCP_SERVER_CONNECTED,INFO,src/muxi/services/mcp/handler.py:153,Successfully connected to MCP server '{self.name}',src/muxi/services/mcp/handler.py,153,OK - No issues identified,,
SystemEvents.MCP_SERVER_CONNECTED,INFO,src/muxi/services/mcp/transports/http_sse.py:85,Connected successfully to {self.url},src/muxi/services/mcp/transports/http_sse.py,85,OK - No issues identified,,
SystemEvents.MCP_SERVER_CONNECTED,INFO,src/muxi/services/mcp/transports/streamable.py:138,Connected successfully to {self.url},src/muxi/services/mcp/transports/streamable.py,138,OK - No issues identified,,
SystemEvents.MCP_SERVER_CONNECTING,DEBUG,src/muxi/services/mcp/transports/factory.py:146,Trying to connect to {url},src/muxi/services/mcp/transports/factory.py,146,OK - No issues identified,,
SystemEvents.MCP_SERVER_CONNECTING,INFO,src/muxi/services/mcp/handler.py:122,Connecting to MCP server '{self.name}',src/muxi/services/mcp/handler.py,122,OK - No issues identified,,
SystemEvents.MCP_SERVER_CONNECTION_FAILED,ERROR,src/muxi/services/mcp/handler.py:168,Failed to connect to MCP server '{self.name}': {str(e)},src/muxi/services/mcp/handler.py,168,OK - No issues identified,,
SystemEvents.MCP_SERVER_CONNECTION_FAILED,ERROR,src/muxi/services/mcp/transports/factory.py:211,SSE test failed for {url}: {e},src/muxi/services/mcp/transports/factory.py,211,OK - No issues identified,,
SystemEvents.MCP_SERVER_CONNECTION_FAILED,ERROR,src/muxi/services/mcp/transports/http_sse.py:94,Connection failed: {e},src/muxi/services/mcp/transports/http_sse.py,94,OK - No issues identified,,
SystemEvents.MCP_SERVER_CONNECTION_FAILED,ERROR,src/muxi/services/mcp/transports/streamable.py:147,Connection failed: {e},src/muxi/services/mcp/transports/streamable.py,147,OK - No issues identified,,
SystemEvents.MCP_SERVER_CONNECTION_LOST,WARNING,src/muxi/services/mcp/service.py:1314,Connection lost to MCP server: {server_id},src/muxi/services/mcp/service.py,1314,OK - No issues identified,,
SystemEvents.MCP_SERVER_DISCONNECTED,ERROR,src/muxi/services/mcp/service.py:1090,f-string: Error unregistering MCP server {server_id}: {str(e,src/muxi/services/mcp/service.py,1090,MISSING DESCRIPTION - Add meaningful description,,
SystemEvents.MCP_SERVER_DISCONNECTED,INFO,src/muxi/formation/formation.py:2728,All MCP servers disconnected during Formation shutdown,src/muxi/formation/formation.py,2728,OK - No issues identified,,
SystemEvents.MCP_SERVER_DISCONNECTED,INFO,src/muxi/services/mcp/handler.py:201,Disconnected from MCP server '{self.name}',src/muxi/services/mcp/handler.py,201,OK - No issues identified,,
SystemEvents.MCP_SERVER_DISCONNECTED,INFO,src/muxi/services/mcp/service.py:1080,Unregistered MCP server: {server_id},src/muxi/services/mcp/service.py,1080,OK - No issues identified,,
SystemEvents.MCP_SERVER_DISCONNECTED,INFO,src/muxi/services/mcp/service.py:1546,Disconnected MCP server during shutdown: {server_id},src/muxi/services/mcp/service.py,1546,OK - No issues identified,,
SystemEvents.MCP_SERVER_DISCONNECTION_FAILED,ERROR,src/muxi/services/mcp/handler.py:216,Failed to disconnect from MCP server '{self.name}': {str(e)},src/muxi/services/mcp/handler.py,216,OK - No issues identified,,
SystemEvents.MCP_SERVER_DISCONNECTION_FAILED,ERROR,src/muxi/services/mcp/service.py:1557,Failed to disconnect MCP server during shutdown: {server_id},src/muxi/services/mcp/service.py,1557,OK - No issues identified,,
SystemEvents.MCP_SERVER_MAPPING_FAILED,WARNING,src/muxi/services/mcp/handler.py:922,f-string: Server {server_name} (ID: {server_id},src/muxi/services/mcp/handler.py,922,MISSING DESCRIPTION - Add meaningful description,,
SystemEvents.MCP_SERVER_MAPPING_INCONSISTENT,ERROR,src/muxi/services/mcp/handler.py:973,Inconsistent server mapping: name '{server_name}' -> ID '{server_id}',src/muxi/services/mcp/handler.py,973,OK - No issues identified,,
SystemEvents.MCP_SERVER_OPERATIONS_CANCELLED,INFO,src/muxi/services/mcp/handler.py:1038,f-string: Cancelled {cancelled} operations on server {server_name} for overlord request {request_id},src/muxi/services/mcp/handler.py,1038,MISSING DESCRIPTION - Add meaningful description,,
SystemEvents.MCP_SERVER_RECONNECTED,INFO,src/muxi/services/mcp/reconnect_handler.py:295,Successfully reconnected to MCP server '{server_name}',src/muxi/services/mcp/reconnect_handler.py,295,OK - No issues identified,,
SystemEvents.MCP_SERVER_RECONNECTING,INFO,src/muxi/services/mcp/reconnect_handler.py:276,Attempting to reconnect to MCP server '{server_name}',src/muxi/services/mcp/reconnect_handler.py,276,OK - No issues identified,,
SystemEvents.MCP_SERVER_RECONNECTING,WARNING,src/muxi/services/mcp/handler.py:664,Reconnecting to existing MCP server '{name}',src/muxi/services/mcp/handler.py,664,OK - No issues identified,,
SystemEvents.MCP_SERVER_REGISTERED,INFO,src/muxi/formation/formation.py:2351,MCP server registered: {server_id},src/muxi/formation/formation.py,2351,OK - No issues identified,,
SystemEvents.MCP_SERVER_REGISTERED,INFO,src/muxi/services/mcp/handler.py:694,Successfully registered MCP server '{name}' (total: {len(self.servers)}),src/muxi/services/mcp/handler.py,694,OK - No issues identified,,
SystemEvents.MCP_SERVER_REGISTRATION_COMPLETED,INFO,src/muxi/formation/formation.py:1552,Built-in MCP server added to configuration: {mcp_name},src/muxi/formation/formation.py,1552,OK - No issues identified,,
SystemEvents.MCP_SERVER_REGISTRATION_COMPLETED,INFO,src/muxi/formation/formation.py:2570,Formation has MCP servers - automatically enabled exit error suppression,src/muxi/formation/formation.py,2570,OK - No issues identified,,
SystemEvents.MCP_SERVER_REGISTRATION_COMPLETED,INFO,src/muxi/formation/overlord/overlord.py:1851,MCP server {server_id} registered for agent {agent_id},src/muxi/formation/overlord/overlord.py,1851,OK - No issues identified,,
SystemEvents.MCP_SERVER_REGISTRATION_COMPLETED,INFO,src/muxi/services/mcp/service.py:250,MCP server registered: {server_id},src/muxi/services/mcp/service.py,250,OK - No issues identified,,
SystemEvents.MCP_SERVER_REGISTRATION_COMPLETED,INFO,src/muxi/services/mcp/service.py:941,"MCP server registration completed (tools discovered, connection closed): {server_id}",src/muxi/services/mcp/service.py,941,OK - No issues identified,,
SystemEvents.MCP_SERVER_REGISTRATION_COMPLETED,WARNING,src/muxi/formation/formation.py:2457,"MCP server registration completed: {len(successful_servers)} successful, {len(failed_servers)} failed, {len(skipped_servers)} skipped",src/muxi/formation/formation.py,2457,OK - No issues identified,,
SystemEvents.MCP_SERVER_REGISTRATION_FAILED,ERROR,src/muxi/formation/overlord/mcp_coordinator.py:385,MCP server '{server_id}' registration failed due to secret interpolation error,src/muxi/formation/overlord/mcp_coordinator.py,385,OK - No issues identified,,
SystemEvents.MCP_SERVER_REGISTRATION_FAILED,ERROR,src/muxi/formation/overlord/overlord.py:1872,Cannot start formation: MCP server '{server_id}' failed for agent '{agent_id}',src/muxi/formation/overlord/overlord.py,1872,OK - No issues identified,,
SystemEvents.MCP_SERVER_REGISTRATION_FAILED,ERROR,src/muxi/services/mcp/handler.py:707,Failed to register MCP server '{name}': {str(e)},src/muxi/services/mcp/handler.py,707,OK - No issues identified,,
SystemEvents.MCP_SERVER_REGISTRATION_FAILED,ERROR,src/muxi/services/mcp/service.py:961,MCP server registration failed: {server_id} - {e},src/muxi/services/mcp/service.py,961,OK - No issues identified,,
SystemEvents.MCP_SERVER_REGISTRATION_FAILED,WARNING,src/muxi/formation/formation.py:1528,Built-in MCP script not found: {mcp_path},src/muxi/formation/formation.py,1528,OK - No issues identified,,
SystemEvents.MCP_SERVER_REGISTRATION_FAILED,WARNING,src/muxi/formation/formation.py:2226,Invalid MCP server config: {server_id},src/muxi/formation/formation.py,2226,OK - No issues identified,,
SystemEvents.MCP_SERVER_REGISTRATION_FAILED,WARNING,src/muxi/formation/formation.py:2375,MCP server '{server_id}' unavailable: {error_msg},src/muxi/formation/formation.py,2375,OK - No issues identified,,
SystemEvents.MCP_SERVER_REGISTRATION_FAILED,WARNING,src/muxi/formation/formation.py:2406,Invalid MCP server configuration: {str(e)},src/muxi/formation/formation.py,2406,OK - No issues identified,,
SystemEvents.MCP_SERVER_REGISTRATION_FAILED,WARNING,src/muxi/formation/formation.py:2433,Unexpected error registering MCP server '{server_id}': {error_msg},src/muxi/formation/formation.py,2433,OK - No issues identified,,
SystemEvents.MCP_SERVER_REGISTRATION_FAILED,WARNING,src/muxi/formation/initialization.py:624,MCP registration partially failed but formation continues: {str(mcp_error)},src/muxi/formation/initialization.py,624,OK - No issues identified,,
SystemEvents.MCP_SERVER_REGISTRATION_STARTED,INFO,src/muxi/formation/formation.py:2184,Registering {len(self._mcp_servers)} MCP servers in Formation,src/muxi/formation/formation.py,2184,OK - No issues identified,,
SystemEvents.MCP_SERVER_REGISTRATION_STARTED,INFO,src/muxi/formation/formation.py:2309,Registered in user credential server registry,src/muxi/formation/formation.py,2309,OK - No issues identified,,
SystemEvents.MCP_SERVER_REGISTRATION_STARTED,INFO,src/muxi/formation/formation.py:2322,Using formation secrets for initial connection,src/muxi/formation/formation.py,2322,OK - No issues identified,,
SystemEvents.MCP_SERVER_REGISTRATION_STARTED,INFO,src/muxi/formation/overlord/overlord.py:1766,Registering {len(mcp_servers)} MCP servers for agent {agent_id},src/muxi/formation/overlord/overlord.py,1766,OK - No issues identified,,
SystemEvents.MCP_SERVER_UNREGISTERED,INFO,src/muxi/services/mcp/handler.py:744,Unregistered MCP server '{name}' (remaining: {len(self.servers)}),src/muxi/services/mcp/handler.py,744,OK - No issues identified,,
SystemEvents.MCP_SERVER_UNREGISTRATION_FAILED,ERROR,src/muxi/services/mcp/handler.py:758,Failed to unregister MCP server '{name}': {str(e)},src/muxi/services/mcp/handler.py,758,OK - No issues identified,,
SystemEvents.MCP_TOOL_DISCOVERY_COMPLETED,INFO,src/muxi/formation/overlord/mcp_coordinator.py:479,MCP tool discovery completed for server '{server_id}',src/muxi/formation/overlord/mcp_coordinator.py,479,OK - No issues identified,,
SystemEvents.MCP_TOOL_DISCOVERY_COMPLETED,WARNING,src/muxi/services/mcp/service.py:890,f-string: Unable to discover tools from MCP server {server_id}: {str(e,src/muxi/services/mcp/service.py,890,MISSING DESCRIPTION - Add meaningful description,,
SystemEvents.MCP_TOOL_FALLBACK_USED,WARNING,src/muxi/services/mcp/handler.py:938,"Tool '{tool_name}' not found in registry, using fallback to first connected server",src/muxi/services/mcp/handler.py,938,OK - No issues identified,,
SystemEvents.MCP_TRANSPORT_ATTEMPT,INFO,src/muxi/services/mcp/transports/factory.py:175,Falling back to SSE for {url},src/muxi/services/mcp/transports/factory.py,175,OK - No issues identified,,
SystemEvents.MCP_TRANSPORT_CACHE_CLEARED,INFO,src/muxi/services/mcp/service.py:1399,MCP transport cache cleared manually,src/muxi/services/mcp/service.py,1399,OK - No issues identified,,
SystemEvents.MCP_TRANSPORT_DETECTED,DEBUG,src/muxi/services/mcp/transports/http_sse.py:39,Initialized HTTP SSE transport with URL: {url},src/muxi/services/mcp/transports/http_sse.py,39,OK - No issues identified,,
SystemEvents.MCP_TRANSPORT_DETECTED,DEBUG,src/muxi/services/mcp/transports/http_sse.py:47,Auth configuration provided for HTTP SSE transport,src/muxi/services/mcp/transports/http_sse.py,47,OK - No issues identified,,
SystemEvents.MCP_TRANSPORT_DETECTED,DEBUG,src/muxi/services/mcp/transports/streamable.py:40,Initialized Streamable HTTP transport with URL: {url},src/muxi/services/mcp/transports/streamable.py,40,OK - No issues identified,,
SystemEvents.MCP_TRANSPORT_DETECTED,DEBUG,src/muxi/services/mcp/transports/streamable.py:48,Auth configuration provided for Streamable HTTP transport,src/muxi/services/mcp/transports/streamable.py,48,OK - No issues identified,,
SystemEvents.MCP_TRANSPORT_DETECTED,INFO,src/muxi/services/mcp/transports/factory.py:195,Server {url} uses SSE transport (cached for formation lifetime),src/muxi/services/mcp/transports/factory.py,195,OK - No issues identified,,
SystemEvents.MCP_TRANSPORT_DETECTION_FAILED,ERROR,src/muxi/services/mcp/service.py:369,Transport detection failed for {server_id}: {e},src/muxi/services/mcp/service.py,369,OK - No issues identified,,
SystemEvents.MCP_TRANSPORT_FAILED,DEBUG,src/muxi/services/mcp/transports/factory.py:167,Streamable HTTP failed for {url}: {e},src/muxi/services/mcp/transports/factory.py,167,OK - No issues identified,,
SystemEvents.MCP_TRANSPORT_FAILED,WARNING,src/muxi/services/mcp/service.py:752,Transport {transport_type} failed for {server_id},src/muxi/services/mcp/service.py,752,OK - No issues identified,,
SystemEvents.MCP_TRANSPORT_FALLBACK_SUCCESS,INFO,src/muxi/services/mcp/transports/factory.py:186,SSE connection successful,src/muxi/services/mcp/transports/factory.py,186,OK - No issues identified,,
SystemEvents.MEMORY_BUFFER_UPDATE_FAILED,WARNING,src/muxi/formation/memory/buffer_manager.py:57,"[BufferManager] No buffer memory available, returning False",src/muxi/formation/memory/buffer_manager.py,57,OK - No issues identified,,
SystemEvents.MEMORY_CLEAR,DEBUG,src/muxi/services/memory/memobase.py:447,Skipping memory clear for anonymous user,src/muxi/services/memory/memobase.py,447,OK - No issues identified,,
SystemEvents.MEMORY_CLEAR,INFO,src/muxi/services/memory/memobase.py:437,Starting user memory clear operation,src/muxi/services/memory/memobase.py,437,OK - No issues identified,,
SystemEvents.MEMORY_CLEAR,INFO,src/muxi/services/memory/memobase.py:471,User memory clear completed successfully,src/muxi/services/memory/memobase.py,471,OK - No issues identified,,
SystemEvents.MEMORY_OPERATION_FAILED,WARNING,src/muxi/formation/overlord/clarification.py:382,Failed to store clarification state in buffer memory: {str(e)},src/muxi/formation/overlord/clarification.py,382,OK - No issues identified,,
SystemEvents.MEMORY_OPERATION_FAILED,WARNING,src/muxi/formation/overlord/clarification.py:606,Failed to get credentials for {mcp_service}: {e},src/muxi/formation/overlord/clarification.py,606,OK - No issues identified,,
SystemEvents.OPERATION_COMPLETED,DEBUG,src/muxi/services/a2a/client.py:456,A2A SDK client reference cleared,src/muxi/services/a2a/client.py,456,"REVIEW - Generic event type, consider more specific event",,
SystemEvents.OPERATION_COMPLETED,DEBUG,src/muxi/services/memory/extractor.py:513,f-string: Skipping duplicate memory (similarity: {score:.3f} > {score_threshold:.3f},src/muxi/services/memory/extractor.py,513,"REVIEW - Generic event type, consider more specific event",,
SystemEvents.OPERATION_COMPLETED,DEBUG,src/muxi/services/memory/extractor.py:529,f-string: Storing similar memory (similarity: {score:.3f} <= {score_threshold:.3f},src/muxi/services/memory/extractor.py,529,"REVIEW - Generic event type, consider more specific event",,
SystemEvents.OPERATION_COMPLETED,DEBUG,src/muxi/utils/user_resolution.py:81,f-string: User identifier resolved from cache: {identifier},src/muxi/utils/user_resolution.py,81,"REVIEW - Generic event type, consider more specific event",,
SystemEvents.OPERATION_COMPLETED,DEBUG,src/muxi/utils/user_resolution.py:106,"f-string: User identifier cache miss, querying database: {identifier}",src/muxi/utils/user_resolution.py,106,"REVIEW - Generic event type, consider more specific event",,
SystemEvents.OPERATION_COMPLETED,INFO,src/muxi/formation/documents/workflow/cross_reference_manager.py:103,Initialized DocumentCrossReferenceManager with storage at {self.storage_path},src/muxi/formation/documents/workflow/cross_reference_manager.py,103,"REVIEW - Generic event type, consider more specific event",,
SystemEvents.OPERATION_COMPLETED,INFO,src/muxi/formation/documents/workflow/cross_reference_manager.py:195,Added reference {reference_id} from {source_document_id} to {target_document_id},src/muxi/formation/documents/workflow/cross_reference_manager.py,195,"REVIEW - Generic event type, consider more specific event",,
SystemEvents.OPERATION_COMPLETED,INFO,src/muxi/formation/documents/workflow/cross_reference_manager.py:290,Loaded {len(self._references)} document references from storage,src/muxi/formation/documents/workflow/cross_reference_manager.py,290,"REVIEW - Generic event type, consider more specific event",,
SystemEvents.OPERATION_COMPLETED,INFO,src/muxi/formation/overlord/overlord.py:1344,Clarification system updated with actual services,src/muxi/formation/overlord/overlord.py,1344,"REVIEW - Generic event type, consider more specific event",,
SystemEvents.OPERATION_COMPLETED,INFO,src/muxi/services/a2a/client.py:93,A2A SDK initialization skipped - no external registry URL,src/muxi/services/a2a/client.py,93,"REVIEW - Generic event type, consider more specific event",,
