event_type,level,trigger,description,file,line,recommendation,comment,status
ConversationEvents.WORKFLOW_DECOMPOSITION_FAILED,WARNING,src/muxi/formation/workflow/decomposer.py:626,"Failed to parse individual task block, skipping",src/muxi/formation/workflow/decomposer.py,626,OK - No issues identified,,
ConversationEvents.WORKFLOW_DECOMPOSITION_FAILED,WARNING,src/muxi/formation/workflow/decomposer.py:727,Failed to parse task from block,src/muxi/formation/workflow/decomposer.py,727,OK - No issues identified,,
ConversationEvents.WORKFLOW_DECOMPOSITION_FAILED,WARNING,src/muxi/formation/workflow/decomposer.py:995,"Workflow contains cycles, attempting to fix",src/muxi/formation/workflow/decomposer.py,995,OK - No issues identified,,
ConversationEvents.WORKFLOW_DECOMPOSITION_FAILED,WARNING,src/muxi/formation/workflow/decomposer.py:1010,Failed to build execution phases for workflow,src/muxi/formation/workflow/decomposer.py,1010,OK - No issues identified,,
ConversationEvents.WORKFLOW_EXECUTION_COMPLETED,INFO,src/muxi/formation/workflow/executor.py:249,Workflow {workflow.id} completed with status {workflow.status.value},src/muxi/formation/workflow/executor.py,249,OK - No issues identified,,
ConversationEvents.WORKFLOW_EXECUTION_FAILED,ERROR,src/muxi/formation/workflow/executor.py:1628,Workflow completion callback failed,src/muxi/formation/workflow/executor.py,1628,OK - No issues identified,,
ConversationEvents.WORKFLOW_EXECUTION_STARTED,INFO,src/muxi/formation/workflow/executor.py:195,Starting workflow {workflow.id} execution with {len(phases)} phases,src/muxi/formation/workflow/executor.py,195,OK - No issues identified,,
ConversationEvents.WORKFLOW_EXECUTION_STARTED,INFO,src/muxi/formation/workflow/executor.py:208,Executing phase {phase_num}/{len(phases)} with {len(task_ids)} tasks,src/muxi/formation/workflow/executor.py,208,OK - No issues identified,,
ConversationEvents.WORKFLOW_EXECUTION_STARTED,INFO,src/muxi/formation/workflow/executor.py:1784,Workflow {workflow_id} progress: {completed_tasks}/{total_tasks} tasks ({progress_info['progress_percentage']:.1f}%),src/muxi/formation/workflow/executor.py,1784,OK - No issues identified,,
ConversationEvents.WORKFLOW_TASK_ASSIGNED,INFO,src/muxi/formation/workflow/executor.py:753,Task '{task.name}' assigned to agent '{agent.agent_id}',src/muxi/formation/workflow/executor.py,753,OK - No issues identified,,
ConversationEvents.WORKFLOW_TASK_COMPLETED,INFO,src/muxi/formation/workflow/executor.py:804,Task '{task.name}' completed by agent '{task.assigned_agent_id}',src/muxi/formation/workflow/executor.py,804,OK - No issues identified,,
ErrorEvents.AGENT_CREATION_FAILED,ERROR,src/muxi/formation/overlord/overlord.py:3218,Failed to add agent '{agent_id}' to overlord: {str(e)},src/muxi/formation/overlord/overlord.py,3218,OK - No issues identified,,
ErrorEvents.CIRCUIT_BREAKER_FALLBACK_FAILED,ERROR,src/muxi/formation/resilience/circuit_breaker.py:158,Circuit breaker '{self.name}' fallback execution failed: {str(e)},src/muxi/formation/resilience/circuit_breaker.py,158,OK - No issues identified,,
ErrorEvents.CONFIGURATION_ERROR,DEBUG,src/muxi/formation/overlord/overlord.py:562,Could not extract text model for extraction: {str(e)},src/muxi/formation/overlord/overlord.py,562,OK - No issues identified,,
ErrorEvents.CONFIGURATION_ERROR,ERROR,src/muxi/formation/formation.py:400,Failed to initialize SecretsManager: {str(e)},src/muxi/formation/formation.py,400,OK - No issues identified,,
ErrorEvents.CONFIGURATION_ERROR,ERROR,src/muxi/formation/overlord/overlord.py:1178,f-string: Registry health check complete: {healthy_count}/{len(health_status)} healthy,src/muxi/formation/overlord/overlord.py,1178,MISSING DESCRIPTION - Add meaningful description,,
ErrorEvents.CONFIGURATION_ERROR,ERROR,src/muxi/formation/overlord/overlord.py:3263,Task decomposer has unexpected structure: {str(e)},src/muxi/formation/overlord/overlord.py,3263,OK - No issues identified,,
ErrorEvents.CONFIGURATION_ERROR,ERROR,src/muxi/formation/overlord/overlord.py:3303,Workflow executor has unexpected structure: {str(e)},src/muxi/formation/overlord/overlord.py,3303,OK - No issues identified,,
ErrorEvents.CONFIGURATION_ERROR,ERROR,src/muxi/services/a2a/registry_client.py:443,Registry {registry_url} is unreachable (strict mode),src/muxi/services/a2a/registry_client.py,443,OK - No issues identified,,
ErrorEvents.CONFIGURATION_ERROR,ERROR,src/muxi/services/a2a/registry_client.py:502,Registry {registry_url} still unreachable after {retry_timeout_seconds}s,src/muxi/services/a2a/registry_client.py,502,OK - No issues identified,,
ErrorEvents.CONFIGURATION_ERROR,ERROR,src/muxi/utils/run_formation.py:200,Failed to load formation configuration: {e},src/muxi/utils/run_formation.py,200,OK - No issues identified,,
ErrorEvents.CONFIGURATION_ERROR,WARNING,src/muxi/formation/formation.py:741,Failed to load agent file {agent_file}: {e},src/muxi/formation/formation.py,741,OK - No issues identified,,
ErrorEvents.CONFIGURATION_ERROR,WARNING,src/muxi/formation/formation.py:789,Failed to load A2A file {a2a_file}: {e},src/muxi/formation/formation.py,789,OK - No issues identified,,
ErrorEvents.CONFIGURATION_ERROR,WARNING,src/muxi/formation/overlord/overlord.py:452,Expected text model in formation config but not found,src/muxi/formation/overlord/overlord.py,452,OK - No issues identified,,
ErrorEvents.CONFIGURATION_ERROR,WARNING,src/muxi/formation/overlord/overlord.py:460,Error extracting text model from config: {str(e)},src/muxi/formation/overlord/overlord.py,460,OK - No issues identified,,
ErrorEvents.CONFIGURATION_ERROR,WARNING,src/muxi/services/a2a/auth/inbound.py:166,Failed to parse A2A_INBOUND_CREDENTIALS: {str(e)},src/muxi/services/a2a/auth/inbound.py,166,OK - No issues identified,,
ErrorEvents.CONFIGURATION_ERROR,WARNING,src/muxi/services/a2a/auth/inbound.py:188,Failed to load config from {config_path}: {str(e)},src/muxi/services/a2a/auth/inbound.py,188,OK - No issues identified,,
ErrorEvents.CONNECTION_REFUSED,ERROR,src/muxi/services/mcp/reconnect_handler.py:117,Failed to connect to MCP server '{name}' after retries,src/muxi/services/mcp/reconnect_handler.py,117,OK - No issues identified,,
ErrorEvents.CONNECTION_TIMEOUT,ERROR,src/muxi/services/mcp/reconnect_handler.py:354,Failed to list tools from MCP server '{self.name}' after retries,src/muxi/services/mcp/reconnect_handler.py,354,OK - No issues identified,,
ErrorEvents.CONNECTION_TIMEOUT,WARNING,src/muxi/formation/workflow/executor.py:99,f-string: Workflow {workflow_id} timed out after {self.config.timeout_config.workflow_timeout}s,src/muxi/formation/workflow/executor.py,99,MISSING DESCRIPTION - Add meaningful description,,
ErrorEvents.CONNECTION_TIMEOUT,WARNING,src/muxi/formation/workflow/executor.py:1541,f-string: Workflow {workflow.id} exceeded timeout of {self.config.timeout_config.workflow_timeout}s,src/muxi/formation/workflow/executor.py,1541,MISSING DESCRIPTION - Add meaningful description,,
ErrorEvents.DATABASE_EXTENSION_FAILED,WARNING,src/muxi/services/db.py:251,Failed to create pgvector extension (may not be needed),src/muxi/services/db.py,251,OK - No issues identified,,
ErrorEvents.DATABASE_EXTENSION_FAILED,WARNING,src/muxi/services/db.py:353,Failed to create pgvector extension for async engine (may not be needed),src/muxi/services/db.py,353,OK - No issues identified,,
ErrorEvents.DATABASE_EXTENSION_FAILED,WARNING,src/muxi/services/memory/long_term.py:275,Failed to create pgvector extension: {e},src/muxi/services/memory/long_term.py,275,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/formation/overlord/chat_orchestrator.py:832,Long-term memory search failed: {str(e)},src/muxi/formation/overlord/chat_orchestrator.py,832,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:237,Failed to create scheduled job: {e},src/muxi/services/scheduler/manager.py,237,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:271,Failed to get active jobs: {e},src/muxi/services/scheduler/manager.py,271,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:304,Failed to get user jobs: {e},src/muxi/services/scheduler/manager.py,304,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:361,Failed to get all jobs: {e},src/muxi/services/scheduler/manager.py,361,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:393,Failed to get job: {e},src/muxi/services/scheduler/manager.py,393,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:419,Failed to count active jobs: {e},src/muxi/services/scheduler/manager.py,419,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:472,Failed to pause job: {e},src/muxi/services/scheduler/manager.py,472,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:524,Failed to resume job: {e},src/muxi/services/scheduler/manager.py,524,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:585,Failed to complete one-time job: {e},src/muxi/services/scheduler/manager.py,585,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:630,Failed to delete job: {e},src/muxi/services/scheduler/manager.py,630,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:660,Failed to mark execution start: {e},src/muxi/services/scheduler/manager.py,660,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:703,Failed to mark execution success: {e},src/muxi/services/scheduler/manager.py,703,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:749,Failed to mark execution failure: {e},src/muxi/services/scheduler/manager.py,749,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:773,Failed to get consecutive failures: {e},src/muxi/services/scheduler/manager.py,773,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:805,Failed to update job metadata: {e},src/muxi/services/scheduler/manager.py,805,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:855,Failed to get job statistics: {e},src/muxi/services/scheduler/manager.py,855,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:914,Failed to get job audit trail: {e},src/muxi/services/scheduler/manager.py,914,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:943,Failed to get user audit trail: {e},src/muxi/services/scheduler/manager.py,943,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:974,Failed to get recent audit trail: {e},src/muxi/services/scheduler/manager.py,974,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:1007,Failed to count active jobs: {e},src/muxi/services/scheduler/manager.py,1007,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:1050,Failed to get active jobs batch: {e},src/muxi/services/scheduler/manager.py,1050,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:1118,Failed to cleanup old jobs: {e},src/muxi/services/scheduler/manager.py,1118,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,WARNING,src/muxi/formation/formation.py:2753,Failed to dispose database engine: {db_error},src/muxi/formation/formation.py,2753,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,WARNING,src/muxi/formation/overlord/overlord.py:3782,Failed to add content to long-term memory: {str(e)},src/muxi/formation/overlord/overlord.py,3782,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,WARNING,src/muxi/services/scheduler/manager.py:886,Failed to audit job action: {e},src/muxi/services/scheduler/manager.py,886,OK - No issues identified,,
ErrorEvents.DATABASE_TABLE_CREATION_FAILED,ERROR,src/muxi/services/db.py:408,Failed to create database tables: {e},src/muxi/services/db.py,408,OK - No issues identified,,
ErrorEvents.DATABASE_TABLE_CREATION_FAILED,ERROR,src/muxi/services/db.py:458,Failed to create database tables (async): {e},src/muxi/services/db.py,458,OK - No issues identified,,
ErrorEvents.DEPENDENCY_ERROR,ERROR,src/muxi/utils/run_formation.py:130,Formation dependency validation failed: {e},src/muxi/utils/run_formation.py,130,OK - No issues identified,,
ErrorEvents.DOCUMENT_PROCESSING_FAILED,ERROR,src/muxi/formation/documents/workflow/context_preserver.py:453,Failed to select relevant contexts using LLM,src/muxi/formation/documents/workflow/context_preserver.py,453,OK - No issues identified,,
ErrorEvents.DOCUMENT_PROCESSING_FAILED,ERROR,src/muxi/formation/documents/workflow/context_preserver.py:538,Failed to save conversation contexts to storage,src/muxi/formation/documents/workflow/context_preserver.py,538,OK - No issues identified,,
ErrorEvents.DOCUMENT_PROCESSING_FAILED,ERROR,src/muxi/formation/documents/workflow/context_preserver.py:584,Failed to save context snapshots to storage,src/muxi/formation/documents/workflow/context_preserver.py,584,OK - No issues identified,,
ErrorEvents.DOCUMENT_PROCESSING_FAILED,ERROR,src/muxi/formation/documents/workflow/context_preserver.py:643,Failed to load context data from storage,src/muxi/formation/documents/workflow/context_preserver.py,643,OK - No issues identified,,
ErrorEvents.DOCUMENT_PROCESSING_FAILED,ERROR,src/muxi/formation/documents/workflow/cross_reference_manager.py:267,Failed to save document references to storage,src/muxi/formation/documents/workflow/cross_reference_manager.py,267,OK - No issues identified,,
ErrorEvents.DOCUMENT_PROCESSING_FAILED,ERROR,src/muxi/formation/documents/workflow/cross_reference_manager.py:304,Failed to load document references from storage,src/muxi/formation/documents/workflow/cross_reference_manager.py,304,OK - No issues identified,,
ErrorEvents.FALLBACK_EXECUTION_FAILED,ERROR,src/muxi/formation/resilience/fallback_manager.py:78,Fallback execution failed for workflow '{workflow}': {str(fallback_error)},src/muxi/formation/resilience/fallback_manager.py,78,OK - No issues identified,,
