event_type,level,trigger,description,file,line,recommendation,comment,status
ErrorEvents.INTERNAL_ERROR,WARNING,src/muxi/services/multimodal/fusion_engine.py:730,Audio transcription failed in multimodal fusion,src/muxi/services/multimodal/fusion_engine.py,730,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,WARNING,src/muxi/services/multimodal/fusion_engine.py:954,Cross-modal attention computation failed,src/muxi/services/multimodal/fusion_engine.py,954,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,WARNING,src/muxi/services/multimodal/fusion_engine.py:1002,Fusion quality assessment failed,src/muxi/services/multimodal/fusion_engine.py,1002,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,WARNING,src/muxi/services/multimodal/fusion_engine.py:1098,Unified representation synthesis failed,src/muxi/services/multimodal/fusion_engine.py,1098,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,WARNING,src/muxi/services/multimodal/fusion_engine.py:1203,No JSON found in LLM response,src/muxi/services/multimodal/fusion_engine.py,1203,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,WARNING,src/muxi/services/multimodal/fusion_engine.py:1216,JSON in LLM response was not a dictionary,src/muxi/services/multimodal/fusion_engine.py,1216,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,WARNING,src/muxi/services/multimodal/fusion_engine.py:1224,JSON decode error in LLM response,src/muxi/services/multimodal/fusion_engine.py,1224,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,WARNING,src/muxi/services/multimodal/fusion_engine.py:1232,Unexpected error parsing JSON in LLM response,src/muxi/services/multimodal/fusion_engine.py,1232,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,WARNING,src/muxi/services/scheduler/batch_processor.py:140,Failed to check if job '{job_id}' is due,src/muxi/services/scheduler/batch_processor.py,140,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,WARNING,src/muxi/services/scheduler/manager.py:575,Failed to mark one-time job as completed: {job_id},src/muxi/services/scheduler/manager.py,575,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,WARNING,src/muxi/services/scheduler/parser.py:120,Failed to initialize LLM for schedule parsing,src/muxi/services/scheduler/parser.py,120,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,WARNING,src/muxi/services/scheduler/parser.py:265,Intent detection failed for schedule type: {str(e)},src/muxi/services/scheduler/parser.py,265,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,WARNING,src/muxi/services/scheduler/parser.py:362,Schedule text sanitization failed: {e},src/muxi/services/scheduler/parser.py,362,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,WARNING,src/muxi/services/scheduler/parser.py:433,LLM job type detection failed: {e},src/muxi/services/scheduler/parser.py,433,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,WARNING,src/muxi/services/scheduler/parser.py:468,Schedule text sanitization failed: {e},src/muxi/services/scheduler/parser.py,468,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,WARNING,src/muxi/services/scheduler/parser.py:791,"LLM unavailable, using pattern fallback for schedule parsing",src/muxi/services/scheduler/parser.py,791,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,WARNING,src/muxi/services/scheduler/parser.py:802,Schedule text sanitization failed: {e},src/muxi/services/scheduler/parser.py,802,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,WARNING,src/muxi/services/scheduler/parser.py:993,Exclusion description sanitization failed: {e},src/muxi/services/scheduler/parser.py,993,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,WARNING,src/muxi/services/scheduler/parser.py:1256,Using ultimate fallback schedule (daily at 9 AM),src/muxi/services/scheduler/parser.py,1256,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,WARNING,src/muxi/services/scheduler/parser.py:1316,Using generic exclusion rule for unrecognized description,src/muxi/services/scheduler/parser.py,1316,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.LLM_INITIALIZATION_FAILED,ERROR,src/muxi/services/memory/long_term.py:217,Failed to create LLM instance for embeddings: {e},src/muxi/services/memory/long_term.py,217,OK - No issues identified,,
ErrorEvents.LLM_INITIALIZATION_FAILED,WARNING,src/muxi/services/memory/working.py:217,Failed to create LLM instance for embeddings: {e},src/muxi/services/memory/working.py,217,OK - No issues identified,,
ErrorEvents.LLM_INITIALIZATION_FAILED,WARNING,src/muxi/services/scheduler/rewriter.py:79,Failed to initialize LLM for prompt rewriting,src/muxi/services/scheduler/rewriter.py,79,OK - No issues identified,,
ErrorEvents.MCP_SERVER_DISCONNECTION_FAILED,WARNING,src/muxi/formation/formation.py:2735,Failed to disconnect MCP servers: {mcp_error},src/muxi/formation/formation.py,2735,OK - No issues identified,,
ErrorEvents.MCP_SERVER_REGISTRATION_FAILED,ERROR,src/muxi/formation/formation.py:4431,Built-in MCP registration failed: {e},src/muxi/formation/formation.py,4431,OK - No issues identified,,
ErrorEvents.MCP_SERVER_REGISTRATION_FAILED,WARNING,src/muxi/formation/formation.py:4423,Built-in MCP registration timed out after {timeout} seconds,src/muxi/formation/formation.py,4423,OK - No issues identified,,
ErrorEvents.NETWORK_ERROR,ERROR,src/muxi/utils/run_formation.py:144,MCP connection error while loading formation: {e},src/muxi/utils/run_formation.py,144,OK - No issues identified,,
ErrorEvents.PROCESSING_ERROR,WARNING,src/muxi/formation/overlord/chat_orchestrator.py:618,Failed to extract content for storage: {str(e)},src/muxi/formation/overlord/chat_orchestrator.py,618,OK - No issues identified,,
ErrorEvents.RESOURCE_NOT_FOUND,ERROR,src/muxi/formation/overlord/overlord.py:9856,Failed to load SOP resource: {sop_id},src/muxi/formation/overlord/overlord.py,9856,OK - No issues identified,,
ErrorEvents.RESOURCE_NOT_FOUND,ERROR,src/muxi/utils/run_formation.py:102,Formation configuration not found: {e},src/muxi/utils/run_formation.py,102,OK - No issues identified,,
ErrorEvents.RESOURCE_NOT_FOUND,WARNING,src/muxi/formation/artifacts/processor.py:184,File does not exist: {file_path},src/muxi/formation/artifacts/processor.py,184,OK - No issues identified,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/formation/agents/knowledge/handler.py:483,Failed to add knowledge source,src/muxi/formation/agents/knowledge/handler.py,483,MISNOMER - REPLACE with ErrorEvents.KNOWLEDGE_SOURCE_ADD_FAILED,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/formation/agents/knowledge/handler.py:613,Knowledge search operation failed,src/muxi/formation/agents/knowledge/handler.py,613,MISNOMER - REPLACE with ErrorEvents.KNOWLEDGE_SEARCH_FAILED,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/formation/agents/knowledge/handler.py:748,Failed to create KnowledgeHandler from agent config,src/muxi/formation/agents/knowledge/handler.py,748,MISNOMER - REPLACE with ErrorEvents.KNOWLEDGE_HANDLER_CREATION_FAILED,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/formation/agents/knowledge/handler.py:1461,Unified search operation failed,src/muxi/formation/agents/knowledge/handler.py,1461,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/formation/agents/knowledge/handler.py:1740,Cache cleanup failed,src/muxi/formation/agents/knowledge/handler.py,1740,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/auth/inbound.py:82,Failed to initialize A2A inbound authenticator: {str(e)},src/muxi/services/a2a/auth/inbound.py,82,MISNOMER - REPLACE with ErrorEvents.A2A_AUTHENTICATION_FAILED,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/auth/inbound.py:131,Failed to initialize A2A inbound credentials: {str(e)},src/muxi/services/a2a/auth/inbound.py,131,MISNOMER - REPLACE with ErrorEvents.A2A_CREDENTIAL_LOAD_FAILED,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/auth/inbound.py:353,Failed to load credentials for {client_id}: {str(e)},src/muxi/services/a2a/auth/inbound.py,353,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/auth/inbound.py:376,Failed to load credentials from secrets: {str(e)},src/muxi/services/a2a/auth/inbound.py,376,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/auth/inbound.py:400,Failed to get secret {secret_name}: {str(e)},src/muxi/services/a2a/auth/inbound.py,400,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/auth/inbound.py:432,Failed to get secret {secret_name}: {str(e)},src/muxi/services/a2a/auth/inbound.py,432,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/auth/inbound.py:509,Failed to add client credential for {client_id}: {str(e)},src/muxi/services/a2a/auth/inbound.py,509,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/auth/inbound.py:612,A2A inbound authentication error: {str(e)},src/muxi/services/a2a/auth/inbound.py,612,MISNOMER - REPLACE with ErrorEvents.A2A_AUTHENTICATION_FAILED,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/auth/inbound.py:650,API key authentication error: {str(e)},src/muxi/services/a2a/auth/inbound.py,650,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/auth/inbound.py:693,Bearer token authentication error: {str(e)},src/muxi/services/a2a/auth/inbound.py,693,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/auth/inbound.py:745,Basic authentication error: {str(e)},src/muxi/services/a2a/auth/inbound.py,745,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/auth/inbound.py:784,Failed to get auth requirements: {str(e)},src/muxi/services/a2a/auth/inbound.py,784,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/auth/inbound.py:825,Failed to list clients: {str(e)},src/muxi/services/a2a/auth/inbound.py,825,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/auth/inbound.py:882,Failed to remove client {client_id}: {str(e)},src/muxi/services/a2a/auth/inbound.py,882,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/auth/outbound.py:343,Failed to load single A2A credential,src/muxi/services/a2a/auth/outbound.py,343,MISNOMER - REPLACE with ErrorEvents.A2A_CREDENTIAL_LOAD_FAILED,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/cache_manager.py:70,f-string: Failed to save A2A cache metadata ({len(self.metadata)} entries): {str(e)},src/muxi/services/a2a/cache_manager.py,70,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/cache_manager.py:207,f-string: Failed to cache agent card for '{agent_id}': {str(e)},src/muxi/services/a2a/cache_manager.py,207,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/cache_manager.py:264,f-string: Failed to clear all A2A cache ({files_removed} files removed before error): {str(e)},src/muxi/services/a2a/cache_manager.py,264,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/cache_manager.py:324,f-string: Failed during A2A cache cleanup ({removed_count} files removed before error): {str(e)},src/muxi/services/a2a/cache_manager.py,324,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/card_generator.py:97,Failed to load agent config from {config_path}: {e},src/muxi/services/a2a/card_generator.py,97,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/card_generator.py:600,Failed to generate card for {config_file}: {e},src/muxi/services/a2a/card_generator.py,600,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/card_generator.py:666,Failed to export card for {agent_id}: {e},src/muxi/services/a2a/card_generator.py,666,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/discovery.py:146,Failed to start A2A Discovery Service,src/muxi/services/a2a/discovery.py,146,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/discovery.py:195,Failed to stop A2A Discovery Service,src/muxi/services/a2a/discovery.py,195,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/discovery.py:239,Failed to fetch agent card during registration,src/muxi/services/a2a/discovery.py,239,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/discovery.py:283,Failed to register A2A agent,src/muxi/services/a2a/discovery.py,283,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/discovery.py:336,Failed to unregister A2A agent,src/muxi/services/a2a/discovery.py,336,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/discovery.py:418,Failed to discover A2A agents,src/muxi/services/a2a/discovery.py,418,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/discovery.py:483,A2A agent info query failed,src/muxi/services/a2a/discovery.py,483,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/discovery.py:546,A2A formation status query failed,src/muxi/services/a2a/discovery.py,546,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/discovery.py:686,A2A health check loop error,src/muxi/services/a2a/discovery.py,686,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/discovery.py:746,A2A cleanup loop error,src/muxi/services/a2a/discovery.py,746,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/discovery.py:838,A2A registry loading failed,src/muxi/services/a2a/discovery.py,838,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/discovery.py:909,A2A registry saving failed,src/muxi/services/a2a/discovery.py,909,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/registry_client.py:118,Failed to initialize A2A Registry Client (SDK): {str(e)},src/muxi/services/a2a/registry_client.py,118,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/registry_client.py:156,Failed to close A2A Registry Client (SDK): {str(e)},src/muxi/services/a2a/registry_client.py,156,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/registry_client.py:210,Failed to add registry (SDK) {registry_url}: {str(e)},src/muxi/services/a2a/registry_client.py,210,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/registry_client.py:262,Failed to remove registry (SDK) {registry_url}: {str(e)},src/muxi/services/a2a/registry_client.py,262,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/registry_client.py:597,Failed to perform health check on all registries (SDK): {str(e)},src/muxi/services/a2a/registry_client.py,597,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/registry_client.py:833,Failed to register agent {agent_card.name} with all registries (SDK): {str(e)},src/muxi/services/a2a/registry_client.py,833,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/registry_client.py:990,Failed to deregister agent {agent_url} (SDK): {str(e)},src/muxi/services/a2a/registry_client.py,990,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/registry_client.py:1205,Failed to discover agents from all registries (SDK): {str(e)},src/muxi/services/a2a/registry_client.py,1205,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/registry_client.py:1237,Failed to get registry status (SDK): {str(e)},src/muxi/services/a2a/registry_client.py,1237,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/registry_client.py:1264,Failed to get registered agents (SDK): {str(e)},src/muxi/services/a2a/registry_client.py,1264,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/registry_client.py:1308,Failed to get registry client stats (SDK): {str(e)},src/muxi/services/a2a/registry_client.py,1308,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/server.py:289,Failed to create SDK A2A Formation Server app: {str(e)},src/muxi/services/a2a/server.py,289,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/a2a/server.py:752,Error stopping SDK A2A Formation Server: {str(e)},src/muxi/services/a2a/server.py,752,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/llm/service.py:435,Chat completion failed for {model}: {str(e)},src/muxi/services/llm/service.py,435,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/llm/service.py:574,Embedding failed for {model}: {str(e)},src/muxi/services/llm/service.py,574,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/memory/memobase.py:172,Memory store operation failed,src/muxi/services/memory/memobase.py,172,MISNOMER - REPLACE with ErrorEvents.MEMORY_OPERATION_FAILED,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/memory/memobase.py:297,Memory search operation failed,src/muxi/services/memory/memobase.py,297,MISNOMER - REPLACE with ErrorEvents.MEMORY_OPERATION_FAILED,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/memory/memobase.py:408,Memory deletion operation failed,src/muxi/services/memory/memobase.py,408,MISNOMER - REPLACE with ErrorEvents.MEMORY_OPERATION_FAILED,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/memory/memobase.py:480,User memory clear operation failed,src/muxi/services/memory/memobase.py,480,MISNOMER - REPLACE with ErrorEvents.MEMORY_OPERATION_FAILED,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/memory/memobase.py:583,User memories retrieval operation failed,src/muxi/services/memory/memobase.py,583,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/scheduler/service.py:281,Scheduler worker error: {e},src/muxi/services/scheduler/service.py,281,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/scheduler/service.py:304,Error in scheduler cycle: {e},src/muxi/services/scheduler/service.py,304,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/scheduler/service.py:514,Failed to evaluate exclusion rule for job {job['id']}: {e},src/muxi/services/scheduler/service.py,514,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/services/scheduler/service.py:571,Failed to evaluate complex date pattern: {e},src/muxi/services/scheduler/service.py,571,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/utils/document.py:37,Document loading failed - file not found,src/muxi/utils/document.py,37,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/utils/document.py:68,Document loading failed with error,src/muxi/utils/document.py,68,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/utils/document.py:170,Text chunking failed with error,src/muxi/utils/document.py,170,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/utils/response_converter.py:72,f-string: OneLLM to MUXI content conversion failed: {str(e)},src/muxi/utils/response_converter.py,72,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/utils/response_converter.py:181,f-string: MCP content extraction failed: {str(e)},src/muxi/utils/response_converter.py,181,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/utils/response_converter.py:274,Unified response creation failed: {str(e)},src/muxi/utils/response_converter.py,274,MISNOMER - No retry happening! Replace with specific error type,,
ErrorEvents.RETRY_ATTEMPTED,ERROR,src/muxi/utils/response_converter.py:345,f-string: Error response creation failed: {str(e)},src/muxi/utils/response_converter.py,345,MISNOMER - No retry happening! Replace with specific error type,,
