event_type,level,trigger,description,file,line,recommendation,comment,status
ConversationEvents.A2A_CREDENTIAL_LOADED,WARNING,src/muxi/services/a2a/auth/inbound.py:108,No SecretsManager provided - no credentials will be available,src/muxi/services/a2a/auth/inbound.py,108,OK - No issues identified,,
ConversationEvents.A2A_CREDENTIAL_LOADED,WARNING,src/muxi/services/a2a/auth/inbound.py:277,No A2A inbound credential configurations found,src/muxi/services/a2a/auth/inbound.py,277,OK - No issues identified,,
ConversationEvents.A2A_CREDENTIAL_LOADED,WARNING,src/muxi/services/a2a/auth/inbound.py:290,SecretsManager not available for credential loading,src/muxi/services/a2a/auth/inbound.py,290,OK - No issues identified,,
ConversationEvents.A2A_CREDENTIAL_LOADED,WARNING,src/muxi/services/a2a/auth/inbound.py:342,No credentials found for {client_id},src/muxi/services/a2a/auth/inbound.py,342,OK - No issues identified,,
ConversationEvents.A2A_CREDENTIAL_LOADED,WARNING,src/muxi/services/a2a/auth/inbound.py:422,Secret {secret_name} not found for Basic auth {key},src/muxi/services/a2a/auth/inbound.py,422,OK - No issues identified,,
ConversationEvents.A2A_DISCOVERY_COMPLETED,DEBUG,src/muxi/services/a2a/discovery.py:901,A2A registry saved successfully,src/muxi/services/a2a/discovery.py,901,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.A2A_DISCOVERY_COMPLETED,INFO,src/muxi/services/a2a/discovery.py:136,A2A Discovery Service startup completed,src/muxi/services/a2a/discovery.py,136,OK - No issues identified,,
ConversationEvents.A2A_DISCOVERY_INITIALIZED,INFO,src/muxi/services/a2a/discovery.py:71,A2A Discovery Service initialized,src/muxi/services/a2a/discovery.py,71,OK - No issues identified,,
ConversationEvents.A2A_MESSAGE_FAILED,ERROR,src/muxi/formation/agents/agent.py:3795,Failed to handle information sharing: {str(e)},src/muxi/formation/agents/agent.py,3795,OK - No issues identified,,
ConversationEvents.A2A_MESSAGE_FAILED,ERROR,src/muxi/formation/agents/agent.py:4042,Failed to process {message_type}: {str(e)},src/muxi/formation/agents/agent.py,4042,OK - No issues identified,,
ConversationEvents.A2A_MESSAGE_FAILED,ERROR,src/muxi/services/a2a/client.py:227,Error sending A2A message: {e},src/muxi/services/a2a/client.py,227,OK - No issues identified,,
ConversationEvents.A2A_MESSAGE_FAILED,ERROR,src/muxi/services/a2a/client.py:236,f-string: A2A message to {target_agent_id} failed: {str(e)},src/muxi/services/a2a/client.py,236,MISSING DESCRIPTION - Add meaningful description,,
ConversationEvents.A2A_MESSAGE_FAILED,ERROR,src/muxi/services/a2a/client.py:282,Error handling A2A message: {e},src/muxi/services/a2a/client.py,282,OK - No issues identified,,
ConversationEvents.A2A_MESSAGE_FAILED,ERROR,src/muxi/services/a2a/server.py:519,SDK A2A message handling failed: {str(e)},src/muxi/services/a2a/server.py,519,OK - No issues identified,,
ConversationEvents.A2A_MESSAGE_PROCESSED,INFO,src/muxi/formation/agents/agent.py:3781,Stored shared information from {source_agent_id},src/muxi/formation/agents/agent.py,3781,OK - No issues identified,,
ConversationEvents.A2A_MESSAGE_RECEIVED,INFO,src/muxi/formation/agents/agent.py:3223,A2A response received: execution={execution_completed},src/muxi/formation/agents/agent.py,3223,OK - No issues identified,,
ConversationEvents.A2A_MESSAGE_RECEIVED,INFO,src/muxi/formation/agents/agent.py:3928,Executing task from {source_agent_id}: {task_text[:50]}...,src/muxi/formation/agents/agent.py,3928,OK - No issues identified,,
ConversationEvents.A2A_MESSAGE_RECEIVED,INFO,src/muxi/formation/agents/agent.py:4026,Processed {message_type} from {source_agent_id},src/muxi/formation/agents/agent.py,4026,OK - No issues identified,,
ConversationEvents.A2A_MESSAGE_SENT,DEBUG,src/muxi/services/a2a/client.py:153,Routing internally to {target_agent_id},src/muxi/services/a2a/client.py,153,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.A2A_MESSAGE_SENT,DEBUG,src/muxi/services/a2a/client.py:169,External agent {target_agent_id} requested,src/muxi/services/a2a/client.py,169,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.A2A_MESSAGE_SENT,INFO,src/muxi/formation/agents/agent.py:3121,Agent {self.agent_id} requesting A2A assistance from {best_agent_id},src/muxi/formation/agents/agent.py,3121,OK - No issues identified,,
ConversationEvents.A2A_MESSAGE_SENT,INFO,src/muxi/formation/agents/agent.py:3155,A2A execution request: {self.agent_id} -> {best_agent_id},src/muxi/formation/agents/agent.py,3155,OK - No issues identified,,
ConversationEvents.A2A_MESSAGE_SENT,INFO,src/muxi/services/a2a/client.py:202,f-string: Error sending A2A message: {e},src/muxi/services/a2a/client.py,202,MISSING DESCRIPTION - Add meaningful description,,
ConversationEvents.A2A_TASK_HANDOFF,INFO,src/muxi/formation/agents/agent.py:3860,Task handoff: {task} from {source_agent_id},src/muxi/formation/agents/agent.py,3860,OK - No issues identified,,
ConversationEvents.AGENT_A2A,DEBUG,src/muxi/formation/agents/agent.py:1600,f-string: Agent {self.agent_id} attempting A2A (attempt {self._a2a_attempt_count}/{self._max_a2a_attempts},src/muxi/formation/agents/agent.py,1600,MISSING DESCRIPTION - Add meaningful description,,
ConversationEvents.AGENT_A2A,INFO,src/muxi/formation/agents/agent.py:2995,Agent {self.agent_id} bypassing A2A for workflow task,src/muxi/formation/agents/agent.py,2995,OK - No issues identified,,
ConversationEvents.AGENT_A2A,WARNING,src/muxi/formation/agents/agent.py:1625,Agent {self.agent_id} reached max A2A attempts limit,src/muxi/formation/agents/agent.py,1625,OK - No issues identified,,
ConversationEvents.AGENT_A2A_MESSAGE_RECEIVED,INFO,src/muxi/formation/agents/agent.py:3627,Agent {self.agent_id} received A2A message from {source_agent_id},src/muxi/formation/agents/agent.py,3627,OK - No issues identified,,
ConversationEvents.AGENT_MESSAGE_PROCESSING,INFO,src/muxi/formation/agents/agent.py:835,Agent {self.agent_id} processing message,src/muxi/formation/agents/agent.py,835,OK - No issues identified,,
ConversationEvents.AGENT_MESSAGE_PROCESSING,INFO,src/muxi/formation/agents/agent.py:883,f-string: Context search completed for agent {self.agent_id}: {len(recent_docs,src/muxi/formation/agents/agent.py,883,MISSING DESCRIPTION - Add meaningful description,,
ConversationEvents.AGENT_PLANNING,DEBUG,src/muxi/formation/agents/agent.py:1086,"Starting execution of {len(execution_plan.get('my_steps', []))} my_steps",src/muxi/formation/agents/agent.py,1086,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.AGENT_PLANNING,DEBUG,src/muxi/formation/agents/agent.py:1097,"Processing step: {step.get('action', 'unknown')}",src/muxi/formation/agents/agent.py,1097,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.AGENT_PLANNING,DEBUG,src/muxi/formation/agents/agent.py:1154,Inferred parameters for {tool_name},src/muxi/formation/agents/agent.py,1154,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.AGENT_PLANNING,DEBUG,src/muxi/formation/agents/agent.py:1167,f-string: Skipping planned step {tool_name} - cannot infer required parameters,src/muxi/formation/agents/agent.py,1167,MISSING DESCRIPTION - Add meaningful description,,
ConversationEvents.AGENT_PLANNING,DEBUG,src/muxi/formation/agents/agent.py:4397,LLM inferred parameters for {tool_name},src/muxi/formation/agents/agent.py,4397,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.AGENT_PLANNING,ERROR,src/muxi/formation/agents/agent.py:4423,Failed to parse LLM parameter inference as JSON,src/muxi/formation/agents/agent.py,4423,OK - No issues identified,,
ConversationEvents.AGENT_PLANNING,ERROR,src/muxi/formation/agents/agent.py:4435,Exception in LLM parameter inference,src/muxi/formation/agents/agent.py,4435,OK - No issues identified,,
ConversationEvents.AGENT_PLANNING,INFO,src/muxi/formation/agents/agent.py:1032,Agent {self.agent_id} bypassing planning phase: {reason},src/muxi/formation/agents/agent.py,1032,OK - No issues identified,,
ConversationEvents.AGENT_PLANNING,INFO,src/muxi/formation/agents/agent.py:1064,Execution plan ready for {self.agent_id},src/muxi/formation/agents/agent.py,1064,OK - No issues identified,,
ConversationEvents.AGENT_PLANNING,INFO,src/muxi/formation/agents/agent.py:1474,Planning-based execution completed,src/muxi/formation/agents/agent.py,1474,OK - No issues identified,,
ConversationEvents.AGENT_PLANNING,INFO,src/muxi/formation/agents/agent.py:3321,Agent {self.agent_id} starting planning with {len(tool_names)} tools,src/muxi/formation/agents/agent.py,3321,OK - No issues identified,,
ConversationEvents.AGENT_PLANNING,INFO,src/muxi/formation/agents/agent.py:3464,Raw planning response from LLM,src/muxi/formation/agents/agent.py,3464,OK - No issues identified,,
ConversationEvents.AGENT_PLANNING,INFO,src/muxi/formation/agents/agent.py:3520,Agent {self.agent_id} created execution plan,src/muxi/formation/agents/agent.py,3520,OK - No issues identified,,
ConversationEvents.AGENT_PLANNING,WARNING,src/muxi/formation/agents/agent.py:4230,Parameter '{param_name}' not in tool schema for {tool_name},src/muxi/formation/agents/agent.py,4230,OK - No issues identified,,
ConversationEvents.AGENT_PLANNING,WARNING,src/muxi/formation/agents/agent.py:4410,LLM inference missing required params: {missing},src/muxi/formation/agents/agent.py,4410,OK - No issues identified,,
ConversationEvents.AGENT_PLANNING_STARTED,INFO,src/muxi/formation/workflow/decomposer.py:1159,ApprovalManager.present_plan_for_approval called,src/muxi/formation/workflow/decomposer.py,1159,OK - No issues identified,,
ConversationEvents.AGENT_PROCESSING_ERROR,WARNING,src/muxi/formation/agents/agent.py:902,Knowledge search failed for agent {self.agent_id}: {str(e)},src/muxi/formation/agents/agent.py,902,OK - No issues identified,,
ConversationEvents.AGENT_PROCESSING_ERROR,WARNING,src/muxi/formation/agents/agent.py:2469,Error checking clarification needs: {str(e)},src/muxi/formation/agents/agent.py,2469,OK - No issues identified,,
ConversationEvents.AGENT_RESPONSE_GENERATED,DEBUG,src/muxi/formation/agents/agent.py:1850,generate_file result: {str(result)[:200]},src/muxi/formation/agents/agent.py,1850,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.AGENT_RESPONSE_GENERATED,INFO,src/muxi/formation/agents/agent.py:1350,Agent {self.agent_id} provided direct response for simple request,src/muxi/formation/agents/agent.py,1350,OK - No issues identified,,
ConversationEvents.AGENT_RESPONSE_GENERATED,INFO,src/muxi/formation/agents/agent.py:1447,Agent {self.agent_id} extracted {len(artifacts)} artifacts from planning execution,src/muxi/formation/agents/agent.py,1447,OK - No issues identified,,
ConversationEvents.AGENT_RESPONSE_GENERATED,INFO,src/muxi/formation/agents/agent.py:1718,Agent {self.agent_id} generated response,src/muxi/formation/agents/agent.py,1718,OK - No issues identified,,
ConversationEvents.AGENT_RESPONSE_GENERATED,INFO,src/muxi/formation/agents/agent.py:2111,Agent {self.agent_id} extracted {len(artifacts)} artifacts from tool results,src/muxi/formation/agents/agent.py,2111,OK - No issues identified,,
ConversationEvents.AGENT_RESPONSE_GENERATED,INFO,src/muxi/formation/agents/agent.py:2763,Agent {self.agent_id} using artifact service for file generation,src/muxi/formation/agents/agent.py,2763,OK - No issues identified,,
ConversationEvents.AGENT_RESPONSE_GENERATED,INFO,src/muxi/formation/agents/agent.py:2799,Agent {self.agent_id} successfully generated file using artifact service,src/muxi/formation/agents/agent.py,2799,OK - No issues identified,,
ConversationEvents.AGENT_TOOL_CHAIN_COMPLETED,INFO,src/muxi/formation/agents/agent.py:2134,Tool chain completed after {iteration} iterations and {total_tool_calls} tool calls,src/muxi/formation/agents/agent.py,2134,REVIEW - Consider DEBUG level for granular processing steps,,
ConversationEvents.AGENT_TOOL_CHAIN_ITERATION_COMPLETED,INFO,src/muxi/formation/agents/agent.py:2080,Tool chain iteration {iteration + 1} completed,src/muxi/formation/agents/agent.py,2080,REVIEW - Consider DEBUG level for granular processing steps,,
ConversationEvents.AGENT_TOOL_CHAIN_ITERATION_STARTED,INFO,src/muxi/formation/agents/agent.py:1778,Tool chain iteration {iteration + 1} started with {len(tool_calls)} tool calls,src/muxi/formation/agents/agent.py,1778,REVIEW - Consider DEBUG level for granular processing steps,,
ConversationEvents.ASYNC_PROCESSING_COMPLETED,INFO,src/muxi/formation/overlord/overlord.py:5122,Request {request_id}: Completed async processing in {processing_time:.2f}s,src/muxi/formation/overlord/overlord.py,5122,OK - No issues identified,,
ConversationEvents.ASYNC_PROCESSING_FAILED,WARNING,src/muxi/formation/overlord/overlord.py:7963,"Post-approval time estimation failed, using sync execution",src/muxi/formation/overlord/overlord.py,7963,OK - No issues identified,,
ConversationEvents.ASYNC_PROCESSING_FAILED,WARNING,src/muxi/formation/overlord/overlord.py:8226,Webhook notification failed after all retries,src/muxi/formation/overlord/overlord.py,8226,OK - No issues identified,,
ConversationEvents.ASYNC_PROCESSING_STARTED,INFO,src/muxi/formation/overlord/chat_orchestrator.py:521,Creating async task for request {request_id},src/muxi/formation/overlord/chat_orchestrator.py,521,OK - No issues identified,,
ConversationEvents.ASYNC_PROCESSING_STARTED,INFO,src/muxi/formation/overlord/overlord.py:4982,Starting async processing for request {request_id},src/muxi/formation/overlord/overlord.py,4982,OK - No issues identified,,
ConversationEvents.ASYNC_THRESHOLD_DETECTED,INFO,src/muxi/formation/overlord/overlord.py:7623,Executing workflow without approval,src/muxi/formation/overlord/overlord.py,7623,MISSING DESCRIPTION - Add meaningful description,,
ConversationEvents.ASYNC_THRESHOLD_DETECTED,INFO,src/muxi/formation/overlord/overlord.py:7946,Post-approval async decision: {'async' if should_async else 'sync'},src/muxi/formation/overlord/overlord.py,7946,OK - No issues identified,,
ConversationEvents.ASYNC_THRESHOLD_DETECTED,INFO,src/muxi/formation/overlord/overlord.py:8214,Webhook notification sent successfully with retries,src/muxi/formation/overlord/overlord.py,8214,OK - No issues identified,,
ConversationEvents.CLARIFICATION_COMPLETED,INFO,src/muxi/formation/overlord/overlord.py:9592,Agent clarification completed for {agent_name},src/muxi/formation/overlord/overlord.py,9592,OK - No issues identified,,
ConversationEvents.CLARIFICATION_FAILED,ERROR,src/muxi/formation/overlord/overlord.py:9372,Failed to handle agent clarification request: {str(e)},src/muxi/formation/overlord/overlord.py,9372,OK - No issues identified,,
ConversationEvents.CLARIFICATION_FAILED,ERROR,src/muxi/formation/overlord/overlord.py:9606,Failed to process agent clarification response: {str(e)},src/muxi/formation/overlord/overlord.py,9606,OK - No issues identified,,
ConversationEvents.CLARIFICATION_FAILED,ERROR,src/muxi/formation/overlord/overlord.py:9988,Failed to send additional clarification for request {request_id},src/muxi/formation/overlord/overlord.py,9988,OK - No issues identified,,
ConversationEvents.CLARIFICATION_FAILED,ERROR,src/muxi/formation/overlord/overlord.py:9998,Clarification failed for request {request_id},src/muxi/formation/overlord/overlord.py,9998,OK - No issues identified,,
ConversationEvents.CLARIFICATION_FAILED,ERROR,src/muxi/formation/overlord/overlord.py:10025,Exception during clarification processing for request {request_id},src/muxi/formation/overlord/overlord.py,10025,OK - No issues identified,,
ConversationEvents.CLARIFICATION_REQUEST_GENERATED,INFO,src/muxi/formation/overlord/overlord.py:9357,Agent {agent_name} requested clarification from user,src/muxi/formation/overlord/overlord.py,9357,OK - No issues identified,,
ConversationEvents.CLARIFICATION_REQUEST_SENT,INFO,src/muxi/formation/overlord/overlord.py:5508,"Checking for pending clarifications (workflow approval, credentials, etc.)",src/muxi/formation/overlord/overlord.py,5508,OK - No issues identified,,
ConversationEvents.CLARIFICATION_REQUEST_SENT,INFO,src/muxi/formation/overlord/overlord.py:5872,Processing workflow approval response,src/muxi/formation/overlord/overlord.py,5872,OK - No issues identified,,
ConversationEvents.CLARIFICATION_REQUEST_SENT,INFO,src/muxi/formation/overlord/overlord.py:5889,Looking up workflow {workflow_id} in pending approvals,src/muxi/formation/overlord/overlord.py,5889,OK - No issues identified,,
ConversationEvents.CLARIFICATION_REQUEST_SENT,INFO,src/muxi/formation/overlord/overlord.py:6444,Checking workflow analysis conditions,src/muxi/formation/overlord/overlord.py,6444,OK - No issues identified,,
ConversationEvents.CLARIFICATION_REQUEST_SENT,INFO,src/muxi/formation/overlord/overlord.py:7469,Workflow approval decision: {'REQUIRED' if needs_approval else 'NOT REQUIRED'},src/muxi/formation/overlord/overlord.py,7469,OK - No issues identified,,
ConversationEvents.CLARIFICATION_REQUEST_SENT,INFO,src/muxi/formation/overlord/overlord.py:9689,Requesting {service} credentials from user,src/muxi/formation/overlord/overlord.py,9689,OK - No issues identified,,
ConversationEvents.CLARIFICATION_REQUEST_SENT,INFO,src/muxi/formation/overlord/overlord.py:9981,Additional clarification question sent for request {request_id},src/muxi/formation/overlord/overlord.py,9981,OK - No issues identified,,
ConversationEvents.CLARIFICATION_REQUEST_SENT,WARNING,src/muxi/formation/overlord/overlord.py:6875,Agent selection triggered - check if this should have been handled as clarification,src/muxi/formation/overlord/overlord.py,6875,OK - No issues identified,,
ConversationEvents.CLARIFICATION_RESPONSE_RECEIVED,INFO,src/muxi/formation/overlord/overlord.py:5800,Processing {clarification_info.get('type')} clarification response,src/muxi/formation/overlord/overlord.py,5800,OK - No issues identified,,
ConversationEvents.CLARIFICATION_SKIPPED,INFO,src/muxi/formation/overlord/overlord.py:9644,Clarification disabled - cannot request missing credential,src/muxi/formation/overlord/overlord.py,9644,OK - No issues identified,,
ConversationEvents.CONTENT_EXTRACTION_COMPLETED,DEBUG,src/muxi/formation/artifacts/extractor.py:114,Successfully parsed JSON content from text field,src/muxi/formation/artifacts/extractor.py,114,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.CONTENT_EXTRACTION_COMPLETED,DEBUG,src/muxi/formation/artifacts/extractor.py:144,Successfully parsed JSON content from string,src/muxi/formation/artifacts/extractor.py,144,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.CONTENT_EXTRACTION_STARTED,DEBUG,src/muxi/formation/artifacts/extractor.py:88,Tool result type: {type(file_info)},src/muxi/formation/artifacts/extractor.py,88,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.CONTENT_PROCESSED,DEBUG,src/muxi/formation/agents/knowledge/handler.py:297,No embedding function provided for knowledge source,src/muxi/formation/agents/knowledge/handler.py,297,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.CONTENT_PROCESSED,ERROR,src/muxi/formation/agents/knowledge/handler.py:275,Unsupported knowledge source type,src/muxi/formation/agents/knowledge/handler.py,275,OK - No issues identified,,
ConversationEvents.CONTENT_PROCESSED,INFO,src/muxi/formation/agents/knowledge/handler.py:239,Starting knowledge source addition with hybrid architecture,src/muxi/formation/agents/knowledge/handler.py,239,OK - No issues identified,,
ConversationEvents.CONTENT_PROCESSED,INFO,src/muxi/formation/agents/knowledge/handler.py:461,Knowledge source addition completed with hybrid architecture,src/muxi/formation/agents/knowledge/handler.py,461,OK - No issues identified,,
ConversationEvents.CONTENT_PROCESSED,INFO,src/muxi/formation/artifacts/extractor.py:78,Found direct artifact: {artifact.filename},src/muxi/formation/artifacts/extractor.py,78,OK - No issues identified,,
ConversationEvents.CONTENT_PROCESSED,INFO,src/muxi/formation/artifacts/processor.py:278,Successfully created artifact: {artifact.filename},src/muxi/formation/artifacts/processor.py,278,OK - No issues identified,,
ConversationEvents.CONTENT_RETRIEVED,INFO,src/muxi/formation/agents/knowledge/handler.py:505,Starting knowledge search with performance optimization,src/muxi/formation/agents/knowledge/handler.py,505,OK - No issues identified,,
ConversationEvents.CONTENT_RETRIEVED,INFO,src/muxi/formation/agents/knowledge/handler.py:590,Knowledge semantic search completed,src/muxi/formation/agents/knowledge/handler.py,590,OK - No issues identified,,
ConversationEvents.CONTENT_RETRIEVED,INFO,src/muxi/formation/agents/knowledge/handler.py:1444,Unified knowledge and memory search completed,src/muxi/formation/agents/knowledge/handler.py,1444,OK - No issues identified,,
ConversationEvents.CONTENT_RETRIEVED,WARNING,src/muxi/formation/agents/knowledge/handler.py:523,No embedding function provided for knowledge search,src/muxi/formation/agents/knowledge/handler.py,523,OK - No issues identified,,
ConversationEvents.CRON_TIMEZONE_CONVERTED,INFO,src/muxi/services/scheduler/parser.py:1126,Cron expression timezone converted,src/muxi/services/scheduler/parser.py,1126,OK - No issues identified,,
ConversationEvents.DOCUMENT_PROCESSING_COMPLETED,DEBUG,src/muxi/services/llm/llm.py:933,f-string: Advanced multimodal processing completed for {len(files)} files,src/muxi/services/llm/llm.py,933,MISSING DESCRIPTION - Add meaningful description,,
ConversationEvents.DOCUMENT_PROCESSING_COMPLETED,DEBUG,src/muxi/utils/document.py:53,Document loading completed successfully,src/muxi/utils/document.py,53,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.DOCUMENT_PROCESSING_COMPLETED,DEBUG,src/muxi/utils/document.py:109,Text chunking completed - empty text,src/muxi/utils/document.py,109,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.DOCUMENT_PROCESSING_COMPLETED,DEBUG,src/muxi/utils/document.py:149,Text chunking completed successfully,src/muxi/utils/document.py,149,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.DOCUMENT_PROCESSING_COMPLETED,INFO,src/muxi/formation/artifacts/extractor.py:218,Successfully extracted pre-processed artifact: {artifact.filename},src/muxi/formation/artifacts/extractor.py,218,OK - No issues identified,,
ConversationEvents.DOCUMENT_PROCESSING_COMPLETED,INFO,src/muxi/formation/artifacts/extractor.py:251,Successfully extracted artifact from file: {file_path},src/muxi/formation/artifacts/extractor.py,251,OK - No issues identified,,
ConversationEvents.DOCUMENT_PROCESSING_COMPLETED,INFO,src/muxi/formation/artifacts/extractor.py:307,Extracted {len(artifacts)} artifacts from tool results,src/muxi/formation/artifacts/extractor.py,307,OK - No issues identified,,
ConversationEvents.DOCUMENT_PROCESSING_FAILED,DEBUG,src/muxi/services/llm/llm.py:826,Fusion engine initialized successfully,src/muxi/services/llm/llm.py,826,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.DOCUMENT_PROCESSING_FAILED,ERROR,src/muxi/formation/agents/knowledge/handler.py:915,Failed to process knowledge file during addition,src/muxi/formation/agents/knowledge/handler.py,915,OK - No issues identified,,
ConversationEvents.DOCUMENT_PROCESSING_FAILED,ERROR,src/muxi/formation/artifacts/extractor.py:282,Failed to create artifact from file {file_path}: {str(e)},src/muxi/formation/artifacts/extractor.py,282,OK - No issues identified,,
ConversationEvents.DOCUMENT_PROCESSING_FAILED,ERROR,src/muxi/formation/artifacts/processor.py:288,Error creating artifact from {file_path}: {str(e)},src/muxi/formation/artifacts/processor.py,288,OK - No issues identified,,
ConversationEvents.DOCUMENT_PROCESSING_FAILED,ERROR,src/muxi/formation/overlord/overlord.py:8991,Error synthesizing workflow results: {str(e)},src/muxi/formation/overlord/overlord.py,8991,OK - No issues identified,,
ConversationEvents.DOCUMENT_PROCESSING_FAILED,WARNING,src/muxi/formation/agents/knowledge/handler.py:825,No chunks generated from knowledge file,src/muxi/formation/agents/knowledge/handler.py,825,OK - No issues identified,,
ConversationEvents.DOCUMENT_PROCESSING_FAILED,WARNING,src/muxi/formation/overlord/overlord.py:8980,"LLM synthesis failed, using fallback: {str(e)}",src/muxi/formation/overlord/overlord.py,8980,OK - No issues identified,,
ConversationEvents.DOCUMENT_PROCESSING_FAILED,WARNING,src/muxi/services/llm/llm.py:833,"Could not import fusion engine, falling back to basic processing",src/muxi/services/llm/llm.py,833,OK - No issues identified,,
ConversationEvents.DOCUMENT_PROCESSING_STARTED,DEBUG,src/muxi/utils/document.py:24,Starting document loading,src/muxi/utils/document.py,24,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.DOCUMENT_PROCESSING_STARTED,DEBUG,src/muxi/utils/document.py:94,Starting text chunking,src/muxi/utils/document.py,94,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.DOCUMENT_PROCESSING_STARTED,INFO,src/muxi/formation/artifacts/processor.py:176,Creating artifact from file: {file_path},src/muxi/formation/artifacts/processor.py,176,OK - No issues identified,,
ConversationEvents.DOCUMENT_PROCESSING_STARTED,WARNING,src/muxi/services/llm/llm.py:1425,"Failed to convert files, using basic processing",src/muxi/services/llm/llm.py,1425,OK - No issues identified,,
ConversationEvents.EXCLUSION_RULES_GENERATED,INFO,src/muxi/services/scheduler/parser.py:964,Exclusion rules generation completed,src/muxi/services/scheduler/parser.py,964,OK - No issues identified,,
ConversationEvents.EXCLUSION_RULES_GENERATION_STARTED,INFO,src/muxi/services/scheduler/parser.py:938,Starting exclusion rules generation,src/muxi/services/scheduler/parser.py,938,OK - No issues identified,,
ConversationEvents.GENERAL,WARNING,src/muxi/formation/overlord/chat_orchestrator.py:383,Forcing sync mode: No webhook URL configured or provided,src/muxi/formation/overlord/chat_orchestrator.py,383,OK - No issues identified,,
ConversationEvents.MCP_SERVER_REGISTERED,INFO,src/muxi/formation/overlord/mcp_coordinator.py:428,MCP server '{server_id}' registered successfully,src/muxi/formation/overlord/mcp_coordinator.py,428,OK - No issues identified,,
ConversationEvents.MCP_SERVER_UNREGISTERED,INFO,src/muxi/formation/overlord/mcp_coordinator.py:539,MCP server '{server_id}' unregistered successfully,src/muxi/formation/overlord/mcp_coordinator.py,539,OK - No issues identified,,
ConversationEvents.MCP_TOOL_CALLED,INFO,src/muxi/formation/server/routes/admin/mcp.py:382,f-string: MCP tool '{tool_call.tool}' executed successfully via API (access: {tool_def['access']}),src/muxi/formation/server/routes/admin/mcp.py,382,OK - No issues identified,,
ConversationEvents.MCP_TOOL_CALL_COMPLETED,INFO,src/muxi/formation/agents/agent.py:1234,Executed planned step: {step.get('action')},src/muxi/formation/agents/agent.py,1234,OK - No issues identified,,
