event_name,enum_category,exists_in_enum,action,reason,recommendation,file,line,context
A2A_CREDENTIAL_LOADED,ConversationEvents,NO,ADD_BACK,Runtime event for A2A credential management,"Add to SystemEvents: A2A_CREDENTIAL_LOADED = ""a2a.credential.loaded""",src/muxi/services/a2a/auth/inbound.py,277,observability.observe(
A2A_CREDENTIAL_LOADED,ConversationEvents,NO,ADD_BACK,Runtime event for A2A credential management,"Add to SystemEvents: A2A_CREDENTIAL_LOADED = ""a2a.credential.loaded""",src/muxi/services/a2a/auth/inbound.py,290,observability.observe(
A2A_CREDENTIAL_LOADED,ConversationEvents,NO,ADD_BACK,Runtime event for A2A credential management,"Add to SystemEvents: A2A_CREDENTIAL_LOADED = ""a2a.credential.loaded""",src/muxi/services/a2a/auth/inbound.py,327,observability.observe(
A2A_CREDENTIAL_LOADED,ConversationEvents,NO,ADD_BACK,Runtime event for A2A credential management,"Add to SystemEvents: A2A_CREDENTIAL_LOADED = ""a2a.credential.loaded""",src/muxi/services/a2a/auth/inbound.py,342,observability.observe(
A2A_CREDENTIAL_LOADED,ConversationEvents,NO,ADD_BACK,Runtime event for A2A credential management,"Add to SystemEvents: A2A_CREDENTIAL_LOADED = ""a2a.credential.loaded""",src/muxi/services/a2a/auth/inbound.py,363,observability.observe(
A2A_CREDENTIAL_LOADED,ConversationEvents,NO,ADD_BACK,Runtime event for A2A credential management,"Add to SystemEvents: A2A_CREDENTIAL_LOADED = ""a2a.credential.loaded""",src/muxi/services/a2a/auth/inbound.py,422,observability.observe(
A2A_CREDENTIAL_LOADED,ConversationEvents,NO,ADD_BACK,Runtime event for A2A credential management,"Add to SystemEvents: A2A_CREDENTIAL_LOADED = ""a2a.credential.loaded""",src/muxi/services/a2a/auth/inbound.py,493,observability.observe(
A2A_CREDENTIAL_REMOVED,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/services/a2a/auth/outbound.py,774,observability.observe(
A2A_DEREGISTRATION_STARTED,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/services/a2a/discovery.py,302,observability.observe(
A2A_DISCOVERY_COMPLETED,ConversationEvents,NO,ADD_BACK,Runtime event - A2A agent discovery completed,"Add to SystemEvents: A2A_DISCOVERY_COMPLETED = ""a2a.discovery.completed""",src/muxi/services/a2a/discovery.py,136,observability.observe(
A2A_DISCOVERY_COMPLETED,ConversationEvents,NO,ADD_BACK,Runtime event - A2A agent discovery completed,"Add to SystemEvents: A2A_DISCOVERY_COMPLETED = ""a2a.discovery.completed""",src/muxi/services/a2a/discovery.py,901,observability.observe(
A2A_DISCOVERY_INITIALIZED,ConversationEvents,NO,REMOVE,Init phase event - too granular,Remove,src/muxi/services/a2a/discovery.py,71,observability.observe(
A2A_MESSAGE_FAILED,SystemEvents,NO,ADD_BACK,Runtime event - A2A message failed,"Add to SystemEvents: A2A_MESSAGE_FAILED = ""a2a.message.failed""",src/muxi/formation/overlord/a2a_coordinator.py,923,observability.observe(
A2A_MESSAGE_PARSING,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/services/a2a/server.py,250,observability.observe(
A2A_REGISTRATION_COMPLETED,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/services/a2a/discovery.py,273,observability.observe(
A2A_SERVER_STARTED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter,Remove - A2A server start shown in init output,src/muxi/formation/overlord/a2a_coordinator.py,235,observability.observe(
A2A_SERVER_STARTED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter,Remove - A2A server start shown in init output,src/muxi/services/a2a/server.py,118,observability.observe(
A2A_SERVER_STARTED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter,Remove - A2A server start shown in init output,src/muxi/services/a2a/server.py,276,observability.observe(
A2A_SERVER_STARTED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter,Remove - A2A server start shown in init output,src/muxi/services/a2a/server.py,703,observability.observe(
AGENT_CREATION_FAILED,ErrorEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/formation/overlord/overlord.py,3165,observability.observe(
AGENT_DEREGISTRATION_COMPLETED,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/formation/overlord/overlord.py,3334,observability.observe(
AGENT_FAILED,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/formation/overlord/overlord.py,1589,observability.observe(
AGENT_INITIALIZATION_ERROR,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/formation/agents/agent.py,321,observability.observe(
AGENT_INITIALIZED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter print statements,Remove observability.observe() call - agent loading shown in init output,src/muxi/formation/agents/agent.py,195,observability.observe(
AGENT_INITIALIZED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter print statements,Remove observability.observe() call - agent loading shown in init output,src/muxi/formation/agents/agent.py,307,observability.observe(
AGENT_INITIALIZED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter print statements,Remove observability.observe() call - agent loading shown in init output,src/muxi/formation/initialization.py,784,observability.observe(
AGENT_INITIALIZED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter print statements,Remove observability.observe() call - agent loading shown in init output,src/muxi/formation/initialization.py,798,observability.observe(
AGENT_INITIALIZED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter print statements,Remove observability.observe() call - agent loading shown in init output,src/muxi/formation/initialization.py,810,observability.observe(
AGENT_INITIALIZED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter print statements,Remove observability.observe() call - agent loading shown in init output,src/muxi/formation/overlord/overlord.py,1497,observability.observe(
AGENT_INITIALIZED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter print statements,Remove observability.observe() call - agent loading shown in init output,src/muxi/formation/overlord/overlord.py,1509,observability.observe(
AGENT_INITIALIZED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter print statements,Remove observability.observe() call - agent loading shown in init output,src/muxi/formation/overlord/overlord.py,1559,observability.observe(
AGENT_INITIALIZED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter print statements,Remove observability.observe() call - agent loading shown in init output,src/muxi/formation/overlord/overlord.py,1580,observability.observe(
AGENT_INITIALIZED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter print statements,Remove observability.observe() call - agent loading shown in init output,src/muxi/formation/overlord/overlord.py,3399,observability.observe(
AGENT_REGISTRATION_FAILED,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/formation/agents/agent.py,4147,observability.observe(
AGENT_REMOVED,SystemEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.AGENT_REMOVED (already exists),src/muxi/formation/overlord/overlord.py,3312,observability.observe(
AGENT_REMOVED,SystemEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.AGENT_REMOVED (already exists),src/muxi/formation/overlord/overlord.py,3319,observability.observe(
AGENT_REMOVED,SystemEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.AGENT_REMOVED (already exists),src/muxi/formation/server/routes/admin/agents.py,481,observability.observe(
BUILTIN_MCP_INITIALIZATION_FAILED,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/formation/overlord/overlord.py,9693,observability.observe(
BUILTIN_MCP_PROMPT_LOAD_FAILED,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/formation/overlord/overlord.py,9677,observability.observe(
CLARIFICATION_REQUEST_GENERATED,ConversationEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/formation/overlord/overlord.py,8933,observability.observe(
CLARIFICATION_SKIPPED,ConversationEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/formation/overlord/overlord.py,9220,observability.observe(
COMPONENT_INITIALIZATION_FAILED,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/formation/overlord/a2a_coordinator.py,77,observability.observe(
CREDENTIAL_CONFIGURED,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/services/llm/llm.py,701,observability.observe(
CREDENTIAL_UPDATE,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/formation/overlord/overlord.py,9368,observability.observe(
CRON_EXPRESSION_FIXED,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/services/scheduler/parser.py,864,observability.observe(
CRON_TIMEZONE_CONVERTED,ConversationEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/services/scheduler/parser.py,1126,observability.observe(
DATABASE_MANAGER_INITIALIZED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter,Remove - database initialization shown in init output,src/muxi/services/db.py,152,observability.observe(
DATABASE_TABLES_CREATED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter,Remove - database schema shown in init output,src/muxi/formation/initialization.py,471,observability.observe(
DATABASE_TABLES_CREATED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter,Remove - database schema shown in init output,src/muxi/services/db.py,400,observability.observe(
DATABASE_TABLES_CREATED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter,Remove - database schema shown in init output,src/muxi/services/db.py,450,observability.observe(
DATABASE_TYPE_FALLBACK,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/services/db.py,214,observability.observe(
DOCUMENT_PROCESSING_FAILED,ErrorEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.DOCUMENT_PROCESSING_FAILED (already exists),src/muxi/formation/agents/agent.py,1459,observability.observe(
DOCUMENT_PROCESSING_FAILED,ErrorEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.DOCUMENT_PROCESSING_FAILED (already exists),src/muxi/formation/agents/agent.py,2122,observability.observe(
DOCUMENT_PROCESSING_FAILED,ErrorEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.DOCUMENT_PROCESSING_FAILED (already exists),src/muxi/formation/agents/knowledge/base.py,263,observability.observe(
DOCUMENT_PROCESSING_FAILED,SystemEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.DOCUMENT_PROCESSING_FAILED (already exists),src/muxi/formation/documents/experience/summarizer.py,95,observability.observe(
DOCUMENT_PROCESSING_FAILED,SystemEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.DOCUMENT_PROCESSING_FAILED (already exists),src/muxi/formation/documents/experience/summarizer.py,146,observability.observe(
DOCUMENT_PROCESSING_FAILED,SystemEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.DOCUMENT_PROCESSING_FAILED (already exists),src/muxi/formation/documents/experience/summarizer.py,347,observability.observe(
DOCUMENT_PROCESSING_FAILED,SystemEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.DOCUMENT_PROCESSING_FAILED (already exists),src/muxi/formation/documents/experience/summarizer.py,374,observability.observe(
DOCUMENT_PROCESSING_FAILED,ErrorEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.DOCUMENT_PROCESSING_FAILED (already exists),src/muxi/formation/documents/workflow/context_preserver.py,453,observability.observe(
DOCUMENT_PROCESSING_FAILED,ErrorEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.DOCUMENT_PROCESSING_FAILED (already exists),src/muxi/formation/documents/workflow/context_preserver.py,537,observability.observe(
DOCUMENT_PROCESSING_FAILED,ErrorEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.DOCUMENT_PROCESSING_FAILED (already exists),src/muxi/formation/documents/workflow/context_preserver.py,583,observability.observe(
DOCUMENT_PROCESSING_FAILED,ErrorEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.DOCUMENT_PROCESSING_FAILED (already exists),src/muxi/formation/documents/workflow/context_preserver.py,642,observability.observe(
DOCUMENT_PROCESSING_FAILED,ErrorEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.DOCUMENT_PROCESSING_FAILED (already exists),src/muxi/formation/documents/workflow/cross_reference_manager.py,267,observability.observe(
DOCUMENT_PROCESSING_FAILED,ErrorEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.DOCUMENT_PROCESSING_FAILED (already exists),src/muxi/formation/documents/workflow/cross_reference_manager.py,304,observability.observe(
DOCUMENT_PROCESSING_FAILED,SystemEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.DOCUMENT_PROCESSING_FAILED (already exists),src/muxi/formation/documents/workflow/workflow_integrator.py,181,observability.observe(
DOCUMENT_PROCESSING_FAILED,SystemEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.DOCUMENT_PROCESSING_FAILED (already exists),src/muxi/formation/documents/workflow/workflow_integrator.py,266,observability.observe(
DOCUMENT_PROCESSING_FAILED,SystemEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.DOCUMENT_PROCESSING_FAILED (already exists),src/muxi/formation/documents/workflow/workflow_integrator.py,316,observability.observe(
DOCUMENT_PROCESSING_FAILED,SystemEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.DOCUMENT_PROCESSING_FAILED (already exists),src/muxi/formation/documents/workflow/workflow_integrator.py,354,observability.observe(
DOCUMENT_PROCESSING_FAILED,ErrorEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.DOCUMENT_PROCESSING_FAILED (already exists),src/muxi/formation/initialization.py,511,observability.observe(
DOCUMENT_PROCESSING_FAILED,ErrorEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.DOCUMENT_PROCESSING_FAILED (already exists),src/muxi/formation/initialization.py,743,observability.observe(
DOCUMENT_PROCESSING_FAILED,SystemEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.DOCUMENT_PROCESSING_FAILED (already exists),src/muxi/formation/overlord/overlord.py,3939,observability.observe(
DOCUMENT_PROCESSING_FAILED,SystemEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.DOCUMENT_PROCESSING_FAILED (already exists),src/muxi/formation/overlord/overlord.py,4179,observability.observe(
DOCUMENT_PROCESSING_FAILED,SystemEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.DOCUMENT_PROCESSING_FAILED (already exists),src/muxi/formation/overlord/overlord.py,4224,observability.observe(
DOCUMENT_PROCESSING_FAILED,SystemEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.DOCUMENT_PROCESSING_FAILED (already exists),src/muxi/formation/overlord/overlord.py,4311,observability.observe(
ERROR,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/formation/server/routes/health.py,35,observability.observe(
EXCLUSION_RULES_GENERATED,ConversationEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/services/scheduler/parser.py,964,observability.observe(
EXCLUSION_RULES_GENERATION_STARTED,ConversationEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/services/scheduler/parser.py,938,observability.observe(
FILE_OPERATION_FAILED,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/formation/server/routes/admin/agents.py,204,observability.observe(
GENERAL,ConversationEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/formation/overlord/chat_orchestrator.py,383,observability.observe(
GENERIC_ERROR,ErrorEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/formation/overlord/overlord.py,4098,observability.observe(
MCP_ALL_REQUESTS_CANCELLED,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/services/mcp/handler.py,460,observability.observe(
MCP_MESSAGE_CANCELLED,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/services/mcp/handler.py,357,observability.observe(
MCP_OVERLORD_REQUEST_CANCELLED,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/services/mcp/handler.py,547,observability.observe(
MCP_REQUEST_CANCELLED,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/services/mcp/handler.py,502,observability.observe(
MCP_SERVER_CONNECTED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter,Remove - MCP connection shown in init output,src/muxi/services/mcp/handler.py,153,observability.observe(
MCP_SERVER_CONNECTED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter,Remove - MCP connection shown in init output,src/muxi/services/mcp/transports/http_sse.py,85,observability.observe(
MCP_SERVER_CONNECTED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter,Remove - MCP connection shown in init output,src/muxi/services/mcp/transports/streamable.py,138,observability.observe(
MCP_SERVER_CONNECTING,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter,Remove - too granular,src/muxi/services/mcp/handler.py,122,observability.observe(
MCP_SERVER_CONNECTING,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter,Remove - too granular,src/muxi/services/mcp/transports/factory.py,146,observability.observe(
MCP_SERVER_DISCONNECTION_FAILED,ErrorEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.MCP_SERVER_DISCONNECTION_FAILED (already exists),src/muxi/formation/formation.py,2712,observability.observe(
MCP_SERVER_MAPPING_FAILED,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/services/mcp/handler.py,922,observability.observe(
MCP_SERVER_MAPPING_INCONSISTENT,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/services/mcp/handler.py,973,observability.observe(
MCP_SERVER_OPERATIONS_CANCELLED,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/services/mcp/handler.py,1038,observability.observe(
MCP_SERVER_REGISTERED,ConversationEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.MCP_SERVER_REGISTERED (already exists),src/muxi/formation/overlord/mcp_coordinator.py,428,observability.observe(
MCP_SERVER_REGISTRATION_COMPLETED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter,Remove - MCP registration shown in init output,src/muxi/formation/formation.py,1526,observability.observe(
MCP_SERVER_REGISTRATION_COMPLETED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter,Remove - MCP registration shown in init output,src/muxi/formation/formation.py,2431,observability.observe(
MCP_SERVER_REGISTRATION_COMPLETED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter,Remove - MCP registration shown in init output,src/muxi/formation/formation.py,2547,observability.observe(
MCP_SERVER_REGISTRATION_COMPLETED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter,Remove - MCP registration shown in init output,src/muxi/formation/overlord/overlord.py,1855,observability.observe(
MCP_SERVER_REGISTRATION_COMPLETED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter,Remove - MCP registration shown in init output,src/muxi/services/mcp/service.py,250,observability.observe(
MCP_SERVER_REGISTRATION_COMPLETED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter,Remove - MCP registration shown in init output,src/muxi/services/mcp/service.py,941,observability.observe(
MCP_SERVER_REGISTRATION_FAILED,ErrorEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.MCP_SERVER_REGISTRATION_FAILED (already exists),src/muxi/formation/formation.py,4400,observability.observe(
MCP_SERVER_REGISTRATION_FAILED,ErrorEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.MCP_SERVER_REGISTRATION_FAILED (already exists),src/muxi/formation/formation.py,4408,observability.observe(
MCP_SERVER_REGISTRATION_STARTED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter,Remove - MCP registration shown in init output,src/muxi/formation/formation.py,2158,observability.observe(
MCP_SERVER_REGISTRATION_STARTED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter,Remove - MCP registration shown in init output,src/muxi/formation/formation.py,2283,observability.observe(
MCP_SERVER_REGISTRATION_STARTED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter,Remove - MCP registration shown in init output,src/muxi/formation/formation.py,2296,observability.observe(
MCP_SERVER_REGISTRATION_STARTED,SystemEvents,NO,REMOVE,Init phase event - replaced by InitEventFormatter,Remove - MCP registration shown in init output,src/muxi/formation/overlord/overlord.py,1770,observability.observe(
MCP_SERVER_UNREGISTERED,ConversationEvents,NO,USE_EXISTING,Event already exists in SystemEvents,Use SystemEvents.MCP_SERVER_UNREGISTERED (already exists),src/muxi/formation/overlord/mcp_coordinator.py,539,observability.observe(
MCP_TOOL_DISCOVERY_COMPLETED,SystemEvents,NO,REMOVE,Init phase event - tool count shown in MCP init message,Remove - included in InitEventFormatter MCP output,src/muxi/formation/overlord/mcp_coordinator.py,479,observability.observe(
MCP_TOOL_DISCOVERY_COMPLETED,SystemEvents,NO,REMOVE,Init phase event - tool count shown in MCP init message,Remove - included in InitEventFormatter MCP output,src/muxi/services/mcp/service.py,890,observability.observe(
MCP_TOOL_FALLBACK_USED,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/services/mcp/handler.py,938,observability.observe(
MCP_TRANSPORT_ATTEMPT,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/services/mcp/transports/factory.py,175,observability.observe(
MCP_TRANSPORT_CACHE_CLEARED,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/services/mcp/service.py,1399,observability.observe(
MCP_TRANSPORT_DETECTED,SystemEvents,NO,REMOVE,Init phase event - transport shown in MCP init message,Remove - included in InitEventFormatter MCP output,src/muxi/services/mcp/transports/factory.py,195,observability.observe(
MCP_TRANSPORT_DETECTED,SystemEvents,NO,REMOVE,Init phase event - transport shown in MCP init message,Remove - included in InitEventFormatter MCP output,src/muxi/services/mcp/transports/http_sse.py,39,observability.observe(
MCP_TRANSPORT_DETECTED,SystemEvents,NO,REMOVE,Init phase event - transport shown in MCP init message,Remove - included in InitEventFormatter MCP output,src/muxi/services/mcp/transports/http_sse.py,47,observability.observe(
MCP_TRANSPORT_DETECTED,SystemEvents,NO,REMOVE,Init phase event - transport shown in MCP init message,Remove - included in InitEventFormatter MCP output,src/muxi/services/mcp/transports/streamable.py,40,observability.observe(
MCP_TRANSPORT_DETECTED,SystemEvents,NO,REMOVE,Init phase event - transport shown in MCP init message,Remove - included in InitEventFormatter MCP output,src/muxi/services/mcp/transports/streamable.py,48,observability.observe(
MEMORY_BUFFER_UPDATE_FAILED,SystemEvents,NO,NEEDS_REVIEW,Not categorized - needs manual review,"Review context and decide: add back, use existing, or remove",src/muxi/formation/memory/buffer_manager.py,57,observability.observe(
